ID,Scholarship Title ,Provider ,Scholarship Type,Provider Sub Type ,State ,Residency Requirement ,Course Stream ,Age Limit ,Total Awards ,Community ,Gender ,Education Level ,Minimum Marks ,Income Limit ,Minimum Scholarship Amount ,Annual Amount ,Amount Description ,Deadline ,Deadline Description,Official Website ,SEO Keywords ,Special conditions ,Tags ,Thumbnail URL,Documents Needed ,Apply URL,Introduction ,Benefits ,Application Step by Step Guide ,Selection Process ,FAQs ,Verified ,Last Verified Date ,Verification year ,Application Type ,Show on Homepage ,Is Featured ,Is Popular ,Priority Score ,Scholarship Status,Time to apply (mins),Renewal ,Helpline ,Competitiveness,Internal Notes ,Production Status ,Localhost URL
31,Pre-Matric OBC Students (Karnataka),Government of Karnataka ,Government,State Government,Karnataka,Must be a permanent resident of Karnataka,All streams,None,,"Other Backward Classes (OBC) - Categories 1, 2A, 3A, 3B",All genders,Class 1 to Class 10,,,,,,"October 31, 2025 (tentative; Backward Classes Department deadline typically earlier than SC/ST)",,,,,,,"(1) SATS ID, (2) Aadhaar card linked to bank account, (3) OBC caste certificate (Cat 1/2A/3A/3B) from Revenue Department, (4) Income certificate, (5) Previous year marks card (not for Class 1), (6) Bank passbook (Aadhaar-seeded, NPCI-mapped), (7) Passport-size photo, (8) School bonafide certificate",https://ssp.karnataka.gov.in,,"Financial assistance for OBC students in primary and secondary education to reduce dropout rates. Income limits stricter than SC/ST: Cat 1 students from families earning up to ₹2.5L eligible, while Cat 2A/3A/3B students must have income below ₹1L. Scholarship amount varies by OBC category and class level, generally lower than SC/ST benefits. Covers tuition fees and provides maintenance allowance. DBT payment to Aadhaar-linked account. Administered by Department of Backward Classes Welfare.","(1) Verify OBC category (Cat 1, 2A, 3A, or 3B) on caste certificate; (2) Obtain SATS ID from school; (3) Visit https://ssp.karnataka.gov.in Pre-Matric section; (4) Create account with SATS ID, Aadhaar, mobile, email; (5) Login with credentials; (6) Complete e-KYC; (7) Fill application form including OBC category specification; (8) Upload documents (OBC certificate, income certificate, marks card); (9) Submit application; (10) Save acknowledgment; (11) Track status via portal",Application processed by Department of Backward Classes Welfare: (1) Online submission; (2) School verification; (3) OBC category validation (Cat 1/2A/3A/3B); (4) Income certificate verification with category-specific limits; (5) Academic performance check (50% marks); (6) Aadhaar and bank validation; (7) Department approval; (8) DBT disbursement. Auto-renewal for previous beneficiaries. All eligible students receive scholarship - not competitive.,"[{""question"":""What are the OBC categories in Karnataka?"",""answer"":""Karnataka has Cat 1 (higher income limit ₹2.5L), Cat 2A, Cat 3A, and Cat 3B (lower income limit ₹1L each). Check your caste certificate for specific category.""},{""question"":""Why is OBC income limit lower than SC/ST for some categories?"",""answer"":""Cat 2A/3A/3B have ₹1L limit compared to SC/ST's ₹2.5L-₹6L. Only Cat 1 OBC matches the ₹2.5L limit. This is state policy differentiation.""},{""question"":""Do OBC students get same amount as SC/ST?"",""answer"":""No, scholarship amounts for OBC are generally lower than SC/ST schemes. Exact amount varies by category and class.""},{""question"":""Can I apply for both Pre-Matric and Vidyasiri?"",""answer"":""Vidyasiri is for Class 11+ only. Pre-Matric is for Classes 1-10. These are separate programs for different levels.""}]",,2026-01-29,2025,Online,1,0,0,50,Inactive ,,Annual renewal with auto-processing for previous beneficiaries. Maintain 50% marks and continuous enrollment. Category-specific income limits verified annually.,Department of Backward Classes Welfare helpline (check portal); SSP support: 080-35254757,Medium - All eligible OBC students receive scholarship if meeting category-specific income and marks criteria. Documentation completeness key factor.,,Ready for Production,http://localhost:3000/scholarships/pre-matric-obc-students-karnataka
32,Pre-Matric Minorities (Karnataka),Government of Karnataka ,Government,State Government,Karnataka,Must be a permanent resident of Karnataka,All streams,None,,"Minority communities: Muslim, Christian, Jain, Buddhist, Sikh, Parsi",All genders,"Class 1 to Class 8 (Note: ONLY up to Class 8, unlike SC/ST/OBC which go to Class 10)",,,,,,"November 30, 2025 (extended deadline for 2025-26; originally September 30, 2025)",,,,,,,"(1) SATS ID, (2) Aadhaar card linked to bank account, (3) Minority community certificate (Muslim/Christian/Jain/Buddhist/Sikh/Parsi), (4) Income certificate (must show income ≤₹1L), (5) Previous year marks card (not for Class 1), (6) Bank passbook (Aadhaar-seeded, NPCI-mapped), (7) Passport-size photo, (8) School bonafide certificate",https://ssp.karnataka.gov.in,,"Financial support for minority community students from economically disadvantaged backgrounds. Covers admission fees, tuition fees, and maintenance allowance. IMPORTANT: Covers ONLY Classes 1-8, NOT Classes 9-10 (unlike SC/ST/OBC schemes). Stricter income limit of ₹1 lakh compared to other categories. Auto-renewal available for previous beneficiaries - no reapplication needed. Administered by Minority Welfare Department, Directorate of Minorities. DBT payment to Aadhaar-linked account. Karnataka domicile students studying outside state also eligible if studying in Classes 1-8.","(1) Verify minority community status (Muslim/Christian/Jain/Buddhist/Sikh/Parsi); (2) Obtain SATS ID from school; (3) Visit https://ssp.karnataka.gov.in Pre-Matric section; (4) Create account with SATS ID, Aadhaar, mobile, email; (5) Login with SSP credentials; (6) Complete e-KYC; (7) Fill application specifying minority community; (8) Upload documents (minority certificate, income certificate ≤₹1L, marks card); (9) Verify details carefully; (10) Submit application; (11) Download acknowledgment; (12) Track status via portal using SATS ID",Processed by Minority Welfare Department: (1) Online application submission; (2) School enrollment verification; (3) Minority community certificate validation; (4) Income verification (strict ₹1L limit); (5) Academic performance check (50% marks for Class 2-8); (6) Aadhaar authentication and bank validation; (7) Final approval by Directorate of Minorities; (8) DBT disbursement. Auto-renewal for 2024-25 beneficiaries without reapplication. All eligible students receive scholarship.,"[{""question"":""Why does Minorities scholarship only cover Classes 1-8?"",""answer"":""Unlike SC/ST/OBC Pre-Matric (Classes 1-10), Minorities Pre-Matric covers ONLY Classes 1-8. For Classes 9-10, minority students should explore Post-Matric Minorities or other schemes.""},{""question"":""Which minority communities are eligible?"",""answer"":""Muslim, Christian, Jain, Buddhist, Sikh, and Parsi communities as notified by Government of Karnataka. You need valid minority community certificate.""},{""question"":""Why is income limit only ₹1 lakh?"",""answer"":""Minority Pre-Matric has strictest income limit (₹1L) compared to SC/ST (₹2.5-6L) and OBC Cat 1 (₹2.5L). This is central scheme parameter.""},{""question"":""Can I study outside Karnataka?"",""answer"":""Karnataka domicile students studying in Classes 1-8 in schools outside Karnataka are also eligible, but must be Karnataka residents.""},{""question"":""Do I need NSP registration for Pre-Matric?"",""answer"":""No, NSP (National Scholarship Portal) registration is NOT required for Pre-Matric Minorities. NSP is only mandatory for Post-Matric Minorities.""}]",,2026-01-30,2025,Online,1,0,0,50,Inactive ,,Annual renewal with auto-processing for previous beneficiaries. Must maintain 50% marks and continuous enrollment in Classes 1-8. Income verification required annually.,Minority Welfare Department helpline: (check official portal for current number); SSP support: 080-35254757,"Medium - All eligible minority students meeting community status, income ₹1L limit, and marks criteria receive scholarship. Not competitive.",,Ready for Production,http://localhost:3000/scholarships/pre-matric-minorities-karnataka
33,Pre-Matric PWD/UDID (Karnataka),Government of Karnataka ,Government,State Government,Karnataka,Must be a permanent resident of Karnataka,All streams,None,,Students with Disabilities (Persons with Disabilities - PWD) with valid UDID,All genders,Class 1 to Class 10,,,,,,"December 31, 2025 (Disability Welfare Department typically has extended deadline)",,,,,,,"(1) SATS ID, (2) Aadhaar card linked to bank account, (3) Valid UDID (Unique Disability ID) card/number - MANDATORY, (4) Income certificate, (5) Previous year marks card (not for Class 1), (6) Bank passbook (Aadhaar-seeded, NPCI-mapped), (7) Passport-size photo, (8) School bonafide certificate, (9) Disability certificate (percentage of disability auto-fetched from UDID database)",https://ssp.karnataka.gov.in,,Financial assistance for students with disabilities registered under UDID (Unique Disability ID) system. CRITICAL FEATURE: Enter UDID number in application → disability type and percentage auto-populate from central database (no manual disability certificate upload needed). Covers tuition fees and maintenance. 75% attendance MANDATORY throughout academic year. Scholarship amount varies by disability type/percentage and class level. Administered by Disability Welfare Department. DBT payment to Aadhaar-linked account. UDID registration is PREREQUISITE - students without UDID must first register at https://www.swavlambancard.gov.in before applying for scholarship.,"(1) FIRST: Obtain UDID if not already registered at https://www.swavlambancard.gov.in; (2) Obtain SATS ID from school; (3) Visit https://ssp.karnataka.gov.in Pre-Matric section; (4) Create account with SATS ID, Aadhaar, mobile, email; (5) Login with credentials; (6) Complete e-KYC; (7) Fill application form; (8) Enter UDID number - disability details will auto-populate; (9) Upload other documents (income certificate, marks card, bank passbook); (10) Verify auto-fetched disability information matches UDID card; (11) Submit application; (12) Save acknowledgment; (13) Track status via portal","Processed by Disability Welfare Department: (1) Online application submission; (2) UDID validation - disability type/percentage auto-fetched from central UDID database; (3) School enrollment verification; (4) Income verification; (5) Academic performance check (50% marks, 75% attendance); (6) Aadhaar and bank validation; (7) Final approval by Disability Welfare Department; (8) DBT disbursement. UDID system eliminates need for manual disability certificate verification. All eligible students with valid UDID receive scholarship.","[{""question"":""What is UDID and how do I get it?"",""answer"":""UDID (Unique Disability ID) is a central government ID for persons with disabilities. Register at https://www.swavlambancard.gov.in to obtain UDID card. This is MANDATORY before applying for PWD scholarship.""},{""question"":""Do I need to upload disability certificate?"",""answer"":""No, enter your UDID number in application and disability type/percentage will automatically populate from UDID database. Manual disability certificate upload not required.""},{""question"":""What is the attendance requirement?"",""answer"":""PWD students must maintain 75% attendance throughout the academic year. This is strictly monitored for scholarship eligibility.""},{""question"":""Can students with any disability apply?"",""answer"":""Yes, students with any recognized disability registered in UDID system are eligible. Disability percentage is auto-fetched from UDID.""},{""question"":""Is there a separate income limit for PWD?"",""answer"":""Income limit typically ₹2.5 lakh per annum, but verify on portal as it may vary. Generally aligned with SC/ST Classes 9-10 limit.""}]",,2026-01-31,2025,Online,1,0,0,50,Inactive ,,Annual renewal with auto-processing for previous beneficiaries. Must maintain 50% marks and 75% attendance. UDID must remain valid. Income verification required annually.,Disability Welfare Department helpline (check portal); UDID helpline: Check swavlambancard.gov.in; SSP support: 080-35254757,"Low-Medium - All students with valid UDID meeting income, marks, and attendance criteria receive scholarship. UDID registration is main prerequisite barrier.",,Ready for Production,http://localhost:3000/scholarships/pre-matric-pwdudid-karnataka
bitsat-2026,BITSAT Scholarship 2026,BITS Pilani,Private,Private University,All India,Open to all Indian nationals,"Engineering, Architecture",No age limit,,"General, OBC, SC, ST",All,UG,75,,20000,200000,10% to 100% tuition fee waiver based on merit and need,2026-03-16,Session 1 deadline; Session 2 available till May,https://www.bitsadmission.com/,,"Must qualify BITSAT exam; Different waivers for different score ranges (300+ = 75%, 250-299 = 50%, 200-249 = 25%)","Merit, Engineering, All India, Private",,"BITSAT Scorecard, 12th Marksheet, Aadhar Card, Income Certificate (for merit-cum-need), Admission Proof",https://www.bitsadmission.com/,,"Tuition fee waiver (10-100%), Hostel fee concession (25% for BITSAT 150+), Renewable based on CGPA, Special scholarships for board toppers and sports achievers","1. Register for BITSAT 2026 on official portal 2. Appear for BITSAT exam (Session 1: April 15-17 or Session 2: May 24-26) 3. Qualify exam and apply for admission 4. Merit scholarships auto-awarded based on score 5. For merit-cum-need, submit income documents during admission 6. Scholarship reflected in fee structure",Merit-based on BITSAT score and 12th marks; Merit-cum-need considers financial background; Top 5% under merit-cum-need get 100% waiver; Renewable semester-wise based on CGPA (9.0+ for 20% waiver),"[{""q"":""Do I need to apply separately for scholarship?"",""a"":""No, merit scholarships are auto-awarded based on BITSAT score. Only merit-cum-need requires additional documentation.""},{""q"":""What BITSAT score is needed for scholarship?"",""a"":""200+ for 25% waiver, 250+ for 50% waiver, 300+ for 75% waiver""},{""q"":""Is the scholarship renewable?"",""a"":""Yes, renewable semester-wise based on maintaining required CGPA""}]",,2025-12-30,2026,Exam,1,1,1,90,Active,,Renewable semester-wise based on CGPA; Must maintain 9.0 CGPA for 20% merit scholarship,admissions@pilani.bits-pilani.ac.in,High,,Ready for Production,http://localhost:3000/scholarships/bitsat-scholarship
lic-golden-jubilee-2026,LIC Golden Jubilee Scholarship 2026,Life Insurance Corporation of India,Corporate,Public Sector Company,All India,Indian nationals,"Medical, Engineering, General Graduation, Diploma, ITI, Vocational",No age limit,,All,All (Special scholarship for girl child available),"UG,Diploma",60,450000,15000,40000,"₹15,000-40,000 based on course (Medical: ₹40,000, Engineering: ₹30,000, General/Diploma: ₹20,000, Girl Child: ₹15,000)",2026-09-30,Typically opens in September; Check official website for exact dates,https://www.licindia.in/,,Not for postgraduate studies; Students receiving other scholarships ineligible; Preference to lower income bands,"Corporate, Need-based, All India, Girl Child",,"Income Certificate, Caste Certificate (if applicable), Bank Account Details, Cancelled Cheque, Marksheet of last qualifying exam, Aadhar Card",https://www.licindia.in/,,"Annual scholarship of ₹15,000-40,000 paid in two installments; Direct bank transfer via NEFT; Special scholarship for girl child (₹15,000 for 2 years); Covers tuition fees and educational expenses","1. Visit www.licindia.in or scholarship portal 2. Click 'Apply Now' for Golden Jubilee Scholarship 3. Register using email/mobile 4. Fill application form with personal, academic, income details 5. Upload required documents (income cert, marksheet, bank details) 6. Review and submit application 7. Receive acknowledgment with application number 8. Shortlisted candidates contacted by Divisional Offices",Merit-based considering marks obtained and income criteria; Lower income bands given preference; Shortlisted candidates evaluated by Divisional Offices; Physical document verification required,"[{""q"":""What is the income limit?"",""a"":""Annual family income must not exceed ₹4.5 lakh from all sources""},{""q"":""Can postgraduate students apply?"",""a"":""No, this scholarship is only for undergraduate, diploma, and ITI courses""},{""q"":""How is the scholarship amount paid?"",""a"":""Paid in two equal installments directly to student's bank account via NEFT""}]",,2025-12-30,2026,Form-only,1,1,1,85,Active,,For general scholarship: Must maintain 55% in Medical/Engineering or 50% in General courses; Girl child scholarship is for 2 years only,Check LIC divisional office,Medium,,Ready for Production,http://localhost:3000/scholarships/lic-golden-jubilee-scholarship
tata-pankh-2026,Tata Capital Pankh Scholarship 2026,Tata Capital,Corporate,Private Company - CSR,All India,Indian nationals,"All streams (Class 11-12, General Graduation, Professional Degree, Diploma, ITI)",No age limit,,All,All,"Class 11-12,UG,Diploma",60,250000,10000,100000,"₹10,000-1,00,000 based on marks and course (Professional: up to ₹1L, General UG: ₹12-18K, Class 11-12: ₹10-15K)",2026-09-30,Applications typically open in September annually,https://www.tatacapital.com/,,Children of Tata Capital and Buddy4Study employees not eligible; Professional degree requires 80% marks; Selection based on academic excellence and financial background,"Corporate, Merit-cum-Need, All India, CSR",,"Aadhaar Card, Passport-size photo, Income Proof (Form 16A/Income Certificate/Salary slips), Admission Proof (ID card/Bonafide), Fee Receipt, Bank Account Details, Cancelled Cheque, Marksheets, Disability Certificate (if applicable), Caste Certificate (if applicable)",https://www.buddy4study.com/,,"Up to 80% of tuition/course fees; Class 11-12: ₹10-15K, General UG/Diploma: ₹12-18K, Professional degrees: up to ₹1 lakh; One-time grant for academic year; Direct bank transfer","1. Visit Buddy4Study platform 2. Click 'Apply Now' for Tata Pankh Scholarship 3. Login or register with email/mobile/Gmail 4. Click 'Start Application' 5. Fill 'Check Your Eligibility' form 6. Complete application with accurate details 7. Upload all required documents 8. Accept Terms and Conditions, click 'Preview' 9. Review all details carefully 10. Submit application",Merit-cum-need based; Academic excellence (60-80% marks) and financial background considered; Higher marks get higher scholarship amounts; One-time grant for the academic year,"[{""q"":""What is the income limit?"",""a"":""Annual family income must be less than ₹2.5 lakh from all sources""},{""q"":""How much scholarship can I get?"",""a"":""Depends on your marks and course: 60-80% get lower amount, 91%+ get maximum; Professional degrees get up to ₹1 lakh""},{""q"":""Is it renewable?"",""a"":""No, it's a one-time grant for the academic year. You need to reapply next year""}]",,2025-12-30,2026,Form-only,1,1,1,88,Active,,One-time grant; Need to reapply annually,Available on Buddy4Study platform,Medium,,Ready for Production,http://localhost:3000/scholarships/tata-capital-pankh-scholarship
pm-yashasvi-2026,PM Yashasvi Scholarship 2026,"Ministry of Social Justice and Empowerment, Government of India",Government,Central Government,All India,Indian citizens,All streams,Class 9 or Class 11 students,,"OBC, EBC, DNT",All,Class 9-12,60,250000,75000,125000,"Class 9: ₹75,000/year, Class 11: ₹1,25,000/year",2026-08-31,Applications typically open June-August; Check NSP portal for exact dates,https://scholarships.gov.in/,,"Only for OBC, EBC, and DNT categories; Cannot hold any other educational scholarship simultaneously; Must score 60% in previous class","Government, Merit-based, OBC, EBC, DNT, Central Scheme",,"Aadhaar Card, Category Certificate (OBC/EBC/DNT), Income Certificate, Previous year marksheet, School Bonafide Certificate, Bank Account Details, Passport-size photo",https://scholarships.gov.in/,,"Class 9: ₹75,000 per year; Class 11: ₹1,25,000 per year; Covers tuition, books, and educational expenses; Direct bank transfer; Separate Pre-Matric scheme also available (₹4,000/year for Classes 9-10 in govt schools)","1. Visit National Scholarship Portal (scholarships.gov.in) 2. Register/Login with credentials 3. Select PM Yashasvi Scholarship scheme 4. Fill application form with personal and academic details 5. Upload required documents (category cert, income cert, marksheet) 6. Enter bank account details 7. Review application carefully 8. Submit application 9. Note down application ID for tracking","Merit-based selection considering 60% minimum marks in previous class; Priority to students from OBC, EBC, and DNT categories; Income limit strictly enforced (below ₹2.5 lakh); Verification by concerned authorities","[{""q"":""Who can apply?"",""a"":""Students from OBC, EBC, or DNT categories currently in Class 9 or 11 with family income below ₹2.5 lakh""},{""q"":""Can I apply if I'm in a private school?"",""a"":""Yes, students in government, government-aided, or recognized private schools can apply""},{""q"":""Can I get this with another scholarship?"",""a"":""No, you cannot hold any other educational scholarship simultaneously with PM Yashasvi""}]",,2025-12-30,2026,Form-only,1,1,1,92,Active,,Renewable annually subject to maintaining eligibility criteria and academic performance,NSP Helpline: 0120-6619540,Medium,,Ready for Production,http://localhost:3000/scholarships/pm-yashasvi-scholarship
trti-maharashtra-2026,TRTI Scholarship 2026 (Maharashtra ST),"Tribal Research and Training Institute, Pune",Government,State Government - Maharashtra,Maharashtra,Maharashtra domicile required,"All streams (School, College, Professional, Vocational, Ph.D.)",Varies by scheme,,ST,All,All levels (School to Ph.D.),,,,,Amount varies by scheme - from school scholarships to Ph.D. fellowships,Varies by scheme,Different schemes have different deadlines; Research Fellowship typically Jan-Mar; Competitive exam coaching Aug-Sep,https://trti.maharashtra.gov.in/,,Only for Scheduled Tribe (ST) category; Caste Validity Certificate mandatory; Maharashtra domicile required; Repeaters generally not eligible for same standard,"Government, ST, Maharashtra, Tribal, State Scheme",,"Aadhaar Card (front and back), ST Caste Certificate, Caste Validity Certificate (mandatory), Domicile Certificate, Income Certificate (last 3 years by Tahsildar), Previous year marksheet, 10th/SSC certificate, 12th/HSC certificate, Graduation/PG certificates (if applicable), Bank account details, Passport-size photo, Scanned signature, Non-Creamy Layer Certificate (if applicable), PWD certificate (if applicable)",https://trti.maharashtra.gov.in/,,"Multiple schemes available: School/college scholarships, Professional course support, Competitive exam coaching (SSC, IBPS, MPSC, TET, Police, Military), Ph.D. Research Fellowship, Pre-examination training programs; Amounts vary by scheme","1. Visit trti.maharashtra.gov.in 2. New users: Register with mobile and email, receive OTP, submit registration 3. Login with credentials (change password after first login) 4. Fill application form (personal, address, qualification details) 5. Upload scanned documents in specified formats (JPG for photo/signature, PDF for others) 6. Select appropriate scheme from eligible list 7. Submit application (no edits allowed after submission) 8. Download/print application for records 9. Check status using Application ID or mobile number",Varies by scheme; Generally merit-based for academic scholarships; Eligibility verification by TRTI; Caste Validity Certificate mandatory; Income criteria for some schemes; Selection for competitive exam coaching based on graduation status,"[{""q"":""Who can apply?"",""a"":""Only ST category students with Maharashtra domicile and valid Caste Validity Certificate""},{""q"":""What is Caste Validity Certificate?"",""a"":""A mandatory certificate issued by competent authority validating your ST caste claim, required specifically for TRTI schemes""},{""q"":""Can I apply for multiple schemes?"",""a"":""Yes, if you meet eligibility for multiple schemes, you can apply separately for each""}]",,2025-12-30,2026,Form-only,1,0,0,75,Active,,"Varies by scheme; Some renewable, some one-time",Available on TRTI portal,Low to Medium (ST category specific),,Ready for Production,http://localhost:3000/scholarships/trti-scholarship-maharashtra-st
sc_003,National Means-cum-Merit Scholarship (NMMS),"Ministry of Education, Government of India",Government,Central Government,All India,Indian citizen studying in government/aided school,All streams,Must be in Class 8 to apply,100000,All,All,Class 9-12,55,350000,12000,12000,"Fixed ₹12,000 per year for Class 9-12",2025-11-30,"Exam usually held in November, applications open in September",https://www.education.gov.in,,,,,"Class 7 & 8 Marksheets, Income Certificate, School Bonafide, Bank Account, Aadhaar",https://scholarships.gov.in,,"Annual scholarship of ₹12,000 paid in installments",1. Apply through state portal 2. Appear for NMMS exam 3. Qualify exam 4. Submit documents online 5. Receive scholarship,Merit-based exam with Mental Ability Test (MAT) and Scholastic Aptitude Test (SAT),"[{""q"":""What is the exam pattern?"",""a"":""Two tests: Mental Ability Test (MAT) and Scholastic Aptitude Test (SAT), 90 questions each""},{""q"":""What is the pass percentage?"",""a"":""Must score 40% in each test (32% for SC/ST)""},{""q"":""Can private school students apply?"",""a"":""No, only government and government-aided school students are eligible""}]",,2025-12-28,,Online,0,0,0,50,Active,,Yes,"011-26172491, nmms-moe@gov.in",High,,Ready for Production,http://localhost:3000/scholarships/national-means-cum-merit-scholarship
sc_010,Maharashtra Post-Matric OBC Scholarship,Government of Maharashtra - Social Justice Department,Government,State Government,Maharashtra,Maharashtra domicile for 15 years,All courses after Class 10,No age limit,25000,OBC,All,Post-Matric,50,800000,2000,18000,"₹2,000-18,000 based on course and institution type",2025-10-31,October end - portal opens in July,https://sjsa.maharashtra.gov.in,,,,,"Aadhaar, OBC Certificate, Income Certificate, Marksheet, Bank Details, Domicile Certificate",https://mahadbtmahait.gov.in,,"Tuition fees, Maintenance allowance, Hostel charges, Book allowance",1. Register on MahaDBT portal 2. Fill application form 3. Upload documents 4. Submit and track status,"Need-based, merit consideration for professional courses","[{""q"":""Who is eligible?"",""a"":""OBC students from Maharashtra with family income below ₹8 lakh and 50%+ marks""},{""q"":""Can I apply for multiple scholarships?"",""a"":""No, you can apply for only one government scholarship at a time""}]",,2025-12-28,,Online,0,0,0,50,Active,,"Yes, renewable annually","022-22625651, mahadbt@maharashtra.gov.in",Medium,,Ready for Production,http://localhost:3000/scholarships/maharashtra-postmatric-obc
sc_011,Maharashtra Minority Post-Matric Scholarship,Government of Maharashtra - Minority Development Department,Government,State Government,Maharashtra,Maharashtra resident,All recognized courses,No age limit,15000,Minority,All,Post-Matric,45,500000,1500,15000,"₹1,500-15,000 for minority community students",2025-11-15,Mid-November deadline,https://minority.maharashtra.gov.in,,,,,"Minority Certificate, Income Certificate, Marksheet, Aadhaar, Bank Details",https://mahadbtmahait.gov.in,,"Tuition fees, Maintenance allowance, Book grant",1. Register on MahaDBT 2. Fill form 3. Upload documents 4. Submit,"Need-based, automatic for eligible students","[{""q"":""Which communities are eligible?"",""a"":""Muslim, Christian, Sikh, Buddhist, Jain, and Parsi communities""}]",,2025-12-28,,Online,0,0,0,50,Active,,Yes,022-22027990,Low,,Ready for Production,http://localhost:3000/scholarships/maharashtra-minority-postmatric
sc_012,Maharashtra EBC Post-Matric Scholarship,Government of Maharashtra - Social Justice Department,Government,State Government,Maharashtra,Maharashtra domicile,All courses,No limit,10000,EBC,All,Post-Matric,40,100000,1500,12000,"₹1,500-12,000 for economically backward students",2025-10-31,October end,https://sjsa.maharashtra.gov.in,,,,,"EBC Certificate, Income Certificate, Marksheet, Aadhaar",https://mahadbtmahait.gov.in,,Financial assistance for education,1. Register 2. Fill form 3. Upload docs 4. Submit,"Income-based, automatic approval","[{""q"":""What is the income limit?"",""a"":""Family income must be below ₹1 lakh per year""}]",,2025-12-28,,Online,0,0,0,50,Active,,Yes,022-22625651,Low,,Ready for Production,http://localhost:3000/scholarships/maharashtra-ebc-postmatric
sc_013,Maharashtra Girls Merit Scholarship,Government of Maharashtra - Women & Child Development,Government,State Government,Maharashtra,Maharashtra domicile,"Engineering, Medical, Science",Under 25 years,5000,All,Female,UG,75,600000,20000,20000,"Fixed ₹20,000 for meritorious girl students",2025-09-15,Mid-September deadline,https://womenchild.maharashtra.gov.in,,,,,"Marksheet, Income Certificate, Aadhaar, College Admission Proof",https://mahadbtmahait.gov.in,,Annual scholarship for girls in STEM fields,1. Register 2. Fill form 3. Upload documents 4. Submit,"Merit-based, 75% minimum marks required","[{""q"":""What is the minimum marks requirement?"",""a"":""75% marks in previous qualifying exam""},{""q"":""Which courses are eligible?"",""a"":""Engineering, Medical, and Science streams only""}]",,2025-12-28,,Online,0,0,0,50,Active,,"Yes, subject to maintaining 70% marks",022-22025441,High,,Ready for Production,http://localhost:3000/scholarships/maharashtra-girls-merit
sc_014,Maharashtra Rajarshi Chhatrapati Shahu Maharaj Scholarship,Government of Maharashtra - Social Justice Department,Government,State Government,Maharashtra,Maharashtra domicile for 15 years,Professional courses,Under 30 years,3000,"OBC, SC, ST",All,UG,60,800000,30000,50000,"₹30,000-50,000 for professional courses",2025-08-31,August end - early deadline,https://sjsa.maharashtra.gov.in,,,,,"Caste Certificate, Income Certificate, Marksheet, Admission Proof, Aadhaar",https://mahadbtmahait.gov.in,,"Full tuition fee waiver, Maintenance allowance, Book grant",1. Register on MahaDBT 2. Fill detailed form 3. Upload all documents 4. Submit and track,"Merit-cum-means, preference to professional courses","[{""q"":""What are professional courses?"",""a"":""Engineering, Medical, MBA, Law, Architecture, etc.""},{""q"":""Is this renewable?"",""a"":""Yes, renewable annually for the entire course duration""}]",,2025-12-28,,Online,0,0,0,50,Active,,"Yes, renewable for course duration",022-22625651,High,,Ready for Production,http://localhost:3000/scholarships/maharashtra-rajarshi-shahu
sc_015,Telangana Post-Matric SC Scholarship,Government of Telangana - BC Welfare Department,Government,State Government,Telangana,Telangana domicile for 10 years,All courses after Class 10,No age limit,18000,SC,All,Post-Matric,45,200000,2000,16000,"₹2,000-16,000 based on course type",2025-10-31,October end deadline,https://bcwelfare.telangana.gov.in,,,,,"Aadhaar, SC Certificate, Income Certificate, Marksheet, Bank Details, Bonafide",https://telanganaepass.cgg.gov.in,,"Tuition fees, Maintenance allowance, Book allowance, Hostel charges",1. Register on TS ePass 2. Fill application 3. Upload documents 4. Submit,"Need-based, automatic for eligible students","[{""q"":""What is TS ePass?"",""a"":""Telangana State Electronic Pass - unified portal for all scholarships""},{""q"":""When does the portal open?"",""a"":""Usually in August-September""}]",,2025-12-28,,Online,0,0,0,50,Active,,Yes,040-23390228,Medium,,Ready for Production,http://localhost:3000/scholarships/telangana-postmatric-sc
sc_016,Telangana Post-Matric BC Scholarship,Government of Telangana - BC Welfare Department,Government,State Government,Telangana,Telangana domicile,All courses,No limit,20000,OBC,All,Post-Matric,40,200000,1800,15000,"₹1,800-15,000 for BC students",2025-10-31,October end,https://bcwelfare.telangana.gov.in,,,,,"BC Certificate, Income Certificate, Marksheet, Aadhaar, Bank Details",https://telanganaepass.cgg.gov.in,,"Tuition fees, Maintenance allowance",1. Register on TS ePass 2. Fill form 3. Upload docs 4. Submit,"Need-based, automatic approval","[{""q"":""What is BC category?"",""a"":""Backward Classes - similar to OBC in other states""}]",,2025-12-28,,Online,0,0,0,50,Active,,Yes,040-23390228,Low,,Ready for Production,http://localhost:3000/scholarships/telangana-postmatric-bc
sc_017,Telangana Minority Welfare Scholarship,Government of Telangana - Minority Welfare Department,Government,State Government,Telangana,Telangana resident,All recognized courses,No limit,12000,Minority,All,Post-Matric,40,200000,1500,14000,"₹1,500-14,000 for minority students",2025-11-15,Mid-November,https://minority.telangana.gov.in,,,,,"Minority Certificate, Income Certificate, Marksheet, Aadhaar",https://telanganaepass.cgg.gov.in,,Educational support for minority communities,1. Register 2. Fill form 3. Upload docs 4. Submit,Need-based,"[{""q"":""Which communities?"",""a"":""Muslim, Christian, Sikh, Buddhist, Jain, Parsi""}]",,2025-12-28,,Online,0,0,0,50,Active,,Yes,040-23391200,Low,,Ready for Production,http://localhost:3000/scholarships/telangana-minority-welfare
