"Clean Path","Absolute URL","Page Class","Template Code File","Title Tag Template / Active Title","Primary Dynamic Variable","Database Reference ID","Active Scholarships Count","Sitemap Priority","Verification Status","Content Quality Checklist Status"
"/scholarships-in/goa","https://www.indiascholarships.in/scholarships-in/goa","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Goa 2026 - Apply Online","Goa","N/A","2","0.6","Dynamic","Active content"
"/scholarships-in/gujarat","https://www.indiascholarships.in/scholarships-in/gujarat","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Gujarat 2026 - Apply Online","Gujarat","N/A","7","0.6","Dynamic","Active content"
"/scholarships-in/haryana","https://www.indiascholarships.in/scholarships-in/haryana","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Haryana 2026 - Apply Online","Haryana","N/A","6","0.6","Dynamic","Active content"
"/scholarships-in/himachal-pradesh","https://www.indiascholarships.in/scholarships-in/himachal-pradesh","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Himachal Pradesh 2026 - Apply Online","Himachal Pradesh","N/A","2","0.6","Dynamic","Active content"
"/scholarships-in/jammu-and-kashmir","https://www.indiascholarships.in/scholarships-in/jammu-and-kashmir","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Jammu and Kashmir 2026 - Apply Online","Jammu and Kashmir","N/A","1","0.6","Dynamic","Active content"
"/scholarships-in/jharkhand","https://www.indiascholarships.in/scholarships-in/jharkhand","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Jharkhand 2026 - Apply Online","Jharkhand","N/A","3","0.6","Dynamic","Active content"
"/scholarships-in/karnataka","https://www.indiascholarships.in/scholarships-in/karnataka","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Karnataka 2026 - Apply Online","Karnataka","N/A","19","0.6","Dynamic","Active content"
"/scholarships-in/kerala","https://www.indiascholarships.in/scholarships-in/kerala","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Kerala 2026 - Apply Online","Kerala","N/A","8","0.6","Dynamic","Active content"
"/scholarships-in/ladakh","https://www.indiascholarships.in/scholarships-in/ladakh","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Ladakh 2026 - Apply Online","Ladakh","N/A","2","0.6","Dynamic","Active content"
"/scholarships-in/lakshadweep","https://www.indiascholarships.in/scholarships-in/lakshadweep","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Lakshadweep 2026 - Apply Online","Lakshadweep","N/A","1","0.6","Dynamic","Active content"
"/scholarships-in/madhya-pradesh","https://www.indiascholarships.in/scholarships-in/madhya-pradesh","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Madhya Pradesh 2026 - Apply Online","Madhya Pradesh","N/A","9","0.6","Dynamic","Active content"
"/scholarships-in/maharashtra","https://www.indiascholarships.in/scholarships-in/maharashtra","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Maharashtra 2026 - Apply Online","Maharashtra","N/A","12","0.6","Dynamic","Active content"
"/scholarships-in/manipur","https://www.indiascholarships.in/scholarships-in/manipur","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Manipur 2026 - Apply Online","Manipur","N/A","2","0.6","Dynamic","Active content"
"/scholarships-in/meghalaya","https://www.indiascholarships.in/scholarships-in/meghalaya","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Meghalaya 2026 - Apply Online","Meghalaya","N/A","2","0.6","Dynamic","Active content"
"/scholarships-in/mizoram","https://www.indiascholarships.in/scholarships-in/mizoram","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Mizoram 2026 - Apply Online","Mizoram","N/A","1","0.6","Dynamic","Active content"
"/scholarships-in/nagaland","https://www.indiascholarships.in/scholarships-in/nagaland","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Nagaland 2026 - Apply Online","Nagaland","N/A","1","0.6","Dynamic","Active content"
"/scholarships-in/odisha","https://www.indiascholarships.in/scholarships-in/odisha","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Odisha 2026 - Apply Online","Odisha","N/A","21","0.6","Dynamic","Active content"
"/scholarships-in/puducherry","https://www.indiascholarships.in/scholarships-in/puducherry","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Puducherry 2026 - Apply Online","Puducherry","N/A","1","0.6","Dynamic","Active content"
"/scholarships-in/punjab","https://www.indiascholarships.in/scholarships-in/punjab","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Punjab 2026 - Apply Online","Punjab","N/A","5","0.6","Dynamic","Active content"
"/scholarships-in/rajasthan","https://www.indiascholarships.in/scholarships-in/rajasthan","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Rajasthan 2026 - Apply Online","Rajasthan","N/A","7","0.6","Dynamic","Active content"
"/scholarships-in/sikkim","https://www.indiascholarships.in/scholarships-in/sikkim","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Sikkim 2026 - Apply Online","Sikkim","N/A","2","0.6","Dynamic","Active content"
"/scholarships-in/tamil-nadu","https://www.indiascholarships.in/scholarships-in/tamil-nadu","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Tamil Nadu 2026 - Apply Online","Tamil Nadu","N/A","10","0.6","Dynamic","Active content"
"/scholarships-in/telangana","https://www.indiascholarships.in/scholarships-in/telangana","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Telangana 2026 - Apply Online","Telangana","N/A","7","0.6","Dynamic","Active content"
"/scholarships-in/tripura","https://www.indiascholarships.in/scholarships-in/tripura","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Tripura 2026 - Apply Online","Tripura","N/A","2","0.6","Dynamic","Active content"
"/scholarships-in/uttar-pradesh","https://www.indiascholarships.in/scholarships-in/uttar-pradesh","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Uttar Pradesh 2026 - Apply Online","Uttar Pradesh","N/A","4","0.6","Dynamic","Active content"
"/scholarships-in/uttarakhand","https://www.indiascholarships.in/scholarships-in/uttarakhand","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in Uttarakhand 2026 - Apply Online","Uttarakhand","N/A","2","0.6","Dynamic","Active content"
"/scholarships-in/west-bengal","https://www.indiascholarships.in/scholarships-in/west-bengal","State Hub Listing","app/scholarships-in/[state]/page.tsx","Scholarships in West Bengal 2026 - Apply Online","West Bengal","N/A","14","0.6","Dynamic","Active content"
"/scholarships-for/all","https://www.indiascholarships.in/scholarships-for/all","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for All Students 2026","All","N/A","38","0.6","Dynamic","Active content"
"/scholarships-for/all","https://www.indiascholarships.in/scholarships-for/all","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for All (50% reservation for SC/ST) Students 2026","All (50% reservation for SC/ST)","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/all-categories-card-issued-by-department","https://www.indiascholarships.in/scholarships-for/all-categories-card-issued-by-department","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for All categories (SC/ST/OBC/Minority/General) - must possess valid Unique Disability ID (UDID) card issued by Department for Empowerment of Persons with Disabilities, Government of India. Students 2026","All categories (SC/ST/OBC/Minority/General) - must possess valid Unique Disability ID (UDID) card issued by Department for Empowerment of Persons with Disabilities, Government of India.","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/bc","https://www.indiascholarships.in/scholarships-for/bc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for BC Students 2026","BC","N/A","110","0.6","Dynamic","Active content"
"/scholarships-for/brahmin-community-only","https://www.indiascholarships.in/scholarships-for/brahmin-community-only","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for Brahmin community only Students 2026","Brahmin community only","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/dnc","https://www.indiascholarships.in/scholarships-for/dnc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for DNC Students 2026","DNC","N/A","2","0.6","Dynamic","Active content"
"/scholarships-for/disability","https://www.indiascholarships.in/scholarships-for/disability","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for Disability Students 2026","Disability","N/A","4","0.6","Dynamic","Active content"
"/scholarships-for/ebc","https://www.indiascholarships.in/scholarships-for/ebc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for EBC Students 2026","EBC","N/A","14","0.6","Dynamic","Active content"
"/scholarships-for/ews","https://www.indiascholarships.in/scholarships-for/ews","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for EWS Students 2026","EWS","N/A","65","0.6","Dynamic","Active content"
"/scholarships-for/ews-merit","https://www.indiascholarships.in/scholarships-for/ews-merit","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for EWS / Merit Students 2026","EWS / Merit","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/general","https://www.indiascholarships.in/scholarships-for/general","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for General Students 2026","General","N/A","118","0.6","Dynamic","Active content"
"/scholarships-for/general","https://www.indiascholarships.in/scholarships-for/general","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for General (IRDP families) Students 2026","General (IRDP families)","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/general-category-economically-weaker-section","https://www.indiascholarships.in/scholarships-for/general-category-economically-weaker-section","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for General Category - Economically Weaker Section (EWS). Includes: Children of defense personnel (SC/ST parents in Army/Navy/Airforce, JCO/NCO/Lower ranks). Children of unorganized workers (auto drivers, daily wage laborers, construction workers, etc.). General category students with low income. Brahmin community students (separate scheme under Brahmin Development Board - verify). Students 2026","General Category - Economically Weaker Section (EWS). Includes: Children of defense personnel (SC/ST parents in Army/Navy/Airforce, JCO/NCO/Lower ranks). Children of unorganized workers (auto drivers, daily wage laborers, construction workers, etc.). General category students with low income. Brahmin community students (separate scheme under Brahmin Development Board - verify).","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/general-obc-sc-st","https://www.indiascholarships.in/scholarships-for/general-obc-sc-st","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for General, OBC, SC, ST Students 2026","General, OBC, SC, ST","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/general-sc-st-obc","https://www.indiascholarships.in/scholarships-for/general-sc-st-obc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for General, SC, ST, OBC Students 2026","General, SC, ST, OBC","N/A","15","0.6","Dynamic","Active content"
"/scholarships-for/general-sc-st-obc-sebc-ebc","https://www.indiascholarships.in/scholarships-for/general-sc-st-obc-sebc-ebc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for General, SC, ST, OBC, SEBC, EBC Students 2026","General, SC, ST, OBC, SEBC, EBC","N/A","8","0.6","Dynamic","Active content"
"/scholarships-for/mbc","https://www.indiascholarships.in/scholarships-for/mbc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for MBC Students 2026","MBC","N/A","2","0.6","Dynamic","Active content"
"/scholarships-for/minorities","https://www.indiascholarships.in/scholarships-for/minorities","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for Minorities Students 2026","Minorities","N/A","3","0.6","Dynamic","Active content"
"/scholarships-for/minority","https://www.indiascholarships.in/scholarships-for/minority","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for Minority Students 2026","Minority","N/A","15","0.6","Dynamic","Active content"
"/scholarships-for/minority-communities-muslim-christian-sikh-buddhist","https://www.indiascholarships.in/scholarships-for/minority-communities-muslim-christian-sikh-buddhist","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for Minority Communities: Muslim, Christian, Sikh, Buddhist, Jain, Parsi (Zoroastrian) Students 2026","Minority Communities: Muslim, Christian, Sikh, Buddhist, Jain, Parsi (Zoroastrian)","N/A","2","0.6","Dynamic","Active content"
"/scholarships-for/minority-communities-muslim-christian-jain-buddhist","https://www.indiascholarships.in/scholarships-for/minority-communities-muslim-christian-jain-buddhist","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for Minority communities: Muslim, Christian, Jain, Buddhist, Sikh, Parsi Students 2026","Minority communities: Muslim, Christian, Jain, Buddhist, Sikh, Parsi","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/obc","https://www.indiascholarships.in/scholarships-for/obc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for OBC Students 2026","OBC","N/A","104","0.6","Dynamic","Active content"
"/scholarships-for/obc-ebc-dnt","https://www.indiascholarships.in/scholarships-for/obc-ebc-dnt","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for OBC, EBC, DNT Students 2026","OBC, EBC, DNT","N/A","2","0.6","Dynamic","Active content"
"/scholarships-for/obc-sebc","https://www.indiascholarships.in/scholarships-for/obc-sebc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for OBC, SEBC Students 2026","OBC, SEBC","N/A","10","0.6","Dynamic","Active content"
"/scholarships-for/other-backward-classes-categories-1-2a","https://www.indiascholarships.in/scholarships-for/other-backward-classes-categories-1-2a","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for Other Backward Classes (OBC) - Categories 1, 2A, 3A, 3B Students 2026","Other Backward Classes (OBC) - Categories 1, 2A, 3A, 3B","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/sbc","https://www.indiascholarships.in/scholarships-for/sbc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SBC Students 2026","SBC","N/A","2","0.6","Dynamic","Active content"
"/scholarships-for/sc","https://www.indiascholarships.in/scholarships-for/sc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SC Students 2026","SC","N/A","120","0.6","Dynamic","Active content"
"/scholarships-for/sc-st-obc-minority-ews","https://www.indiascholarships.in/scholarships-for/sc-st-obc-minority-ews","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SC / ST / OBC / Minority / EWS Students 2026","SC / ST / OBC / Minority / EWS","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/sc-obc","https://www.indiascholarships.in/scholarships-for/sc-obc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SC, OBC Students 2026","SC, OBC","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/sc-st","https://www.indiascholarships.in/scholarships-for/sc-st","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SC, ST Students 2026","SC, ST","N/A","22","0.6","Dynamic","Active content"
"/scholarships-for/sc-st-landless-agricultural-labourers","https://www.indiascholarships.in/scholarships-for/sc-st-landless-agricultural-labourers","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SC, ST, Landless Agricultural Labourers Students 2026","SC, ST, Landless Agricultural Labourers","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/sc-st-obc-bpl","https://www.indiascholarships.in/scholarships-for/sc-st-obc-bpl","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SC, ST, OBC, BPL (General 90%+ merit) Students 2026","SC, ST, OBC, BPL (General 90%+ merit)","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/sc-st-obc-general","https://www.indiascholarships.in/scholarships-for/sc-st-obc-general","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SC, ST, OBC, General (EWS) Students 2026","SC, ST, OBC, General (EWS)","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/sc-st-obc-minority-general","https://www.indiascholarships.in/scholarships-for/sc-st-obc-minority-general","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SC, ST, OBC, Minority, General (EWS) Students 2026","SC, ST, OBC, Minority, General (EWS)","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/sc-st-vjnt-obc-sbc-ebc","https://www.indiascholarships.in/scholarships-for/sc-st-vjnt-obc-sbc-ebc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SC, ST, VJNT, OBC, SBC, EBC Students 2026","SC, ST, VJNT, OBC, SBC, EBC","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/sca","https://www.indiascholarships.in/scholarships-for/sca","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SCA Students 2026","SCA","N/A","4","0.6","Dynamic","Active content"
"/scholarships-for/scc","https://www.indiascholarships.in/scholarships-for/scc","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for SCC Students 2026","SCC","N/A","4","0.6","Dynamic","Active content"
"/scholarships-for/st","https://www.indiascholarships.in/scholarships-for/st","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for ST Students 2026","ST","N/A","115","0.6","Dynamic","Active content"
"/scholarships-for/scheduled-castes","https://www.indiascholarships.in/scholarships-for/scheduled-castes","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for Scheduled Castes (SC) Students 2026","Scheduled Castes (SC)","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/scheduled-tribe","https://www.indiascholarships.in/scholarships-for/scheduled-tribe","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for Scheduled Tribe (ST) Students 2026","Scheduled Tribe (ST)","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/scheduled-tribes","https://www.indiascholarships.in/scholarships-for/scheduled-tribes","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for Scheduled Tribes (ST) Students 2026","Scheduled Tribes (ST)","N/A","1","0.6","Dynamic","Active content"
"/scholarships-for/students-with-disabilities","https://www.indiascholarships.in/scholarships-for/students-with-disabilities","Category Hub Listing","app/scholarships-for/[category]/page.tsx","Scholarships for Students with Disabilities (Persons with Disabilities - PWD) with valid UDID Students 2026","Students with Disabilities (Persons with Disabilities - PWD) with valid UDID","N/A","1","0.6","Dynamic","Active content"
"/scholarships-level/class-1-10","https://www.indiascholarships.in/scholarships-level/class-1-10","Education Level Hub Listing","app/scholarships-level/[level]/page.tsx","Scholarships for Class 1 to 10 Students 2026","Class 1 to 10","N/A","19","0.6","Dynamic","Active content"
"/scholarships-level/class-11-12","https://www.indiascholarships.in/scholarships-level/class-11-12","Education Level Hub Listing","app/scholarships-level/[level]/page.tsx","Scholarships for Class 11 & 12 Students 2026","Class 11 & 12","N/A","25","0.6","Dynamic","Active content"
"/scholarships-level/diploma-polytechnic","https://www.indiascholarships.in/scholarships-level/diploma-polytechnic","Education Level Hub Listing","app/scholarships-level/[level]/page.tsx","Scholarships for Diploma / Polytechnic Students 2026","Diploma / Polytechnic","N/A","82","0.6","Dynamic","Active content"
"/scholarships-level/iti-courses","https://www.indiascholarships.in/scholarships-level/iti-courses","Education Level Hub Listing","app/scholarships-level/[level]/page.tsx","Scholarships for ITI Courses Students 2026","ITI Courses","N/A","61","0.6","Dynamic","Active content"
"/scholarships-level/graduation-ug","https://www.indiascholarships.in/scholarships-level/graduation-ug","Education Level Hub Listing","app/scholarships-level/[level]/page.tsx","Scholarships for Graduation (UG) Students 2026","Graduation (UG)","N/A","184","0.6","Dynamic","Active content"
"/scholarships-level/post-graduation-pg","https://www.indiascholarships.in/scholarships-level/post-graduation-pg","Education Level Hub Listing","app/scholarships-level/[level]/page.tsx","Scholarships for Post-Graduation (PG) Students 2026","Post-Graduation (PG)","N/A","148","0.6","Dynamic","Active content"
"/scholarships-level/phd-research","https://www.indiascholarships.in/scholarships-level/phd-research","Education Level Hub Listing","app/scholarships-level/[level]/page.tsx","Scholarships for PhD & Research Students 2026","PhD & Research","N/A","21","0.6","Dynamic","Active content"
"/scholarships-income/no-income-bar","https://www.indiascholarships.in/scholarships-income/no-income-bar","Income Hub Listing","app/scholarships-income/[range]/page.tsx","Scholarships with No Income Bar Income Limit","No Income Bar","N/A","101","0.5","Dynamic","Active content"
"/scholarships-income/0-1l","https://www.indiascholarships.in/scholarships-income/0-1l","Income Hub Listing","app/scholarships-income/[range]/page.tsx","Scholarships with 0-1L Income Limit","0-1L","N/A","13","0.5","Dynamic","Active content"
"/scholarships-income/1-2.5l","https://www.indiascholarships.in/scholarships-income/1-2.5l","Income Hub Listing","app/scholarships-income/[range]/page.tsx","Scholarships with 1-2.5L Income Limit","1-2.5L","N/A","92","0.5","Dynamic","Active content"
"/scholarships-income/2.5-5l","https://www.indiascholarships.in/scholarships-income/2.5-5l","Income Hub Listing","app/scholarships-income/[range]/page.tsx","Scholarships with 2.5-5L Income Limit","2.5-5L","N/A","19","0.5","Dynamic","Active content"
"/scholarships-income/5l-plus","https://www.indiascholarships.in/scholarships-income/5l-plus","Income Hub Listing","app/scholarships-income/[range]/page.tsx","Scholarships with 5L+ Income Limit","5L+","N/A","41","0.5","Dynamic","Active content"
"/scholarships-by-course/engineering","https://www.indiascholarships.in/scholarships-by-course/engineering","Course Hub Listing","app/scholarships-by-course/[course]/page.tsx","Scholarships for Engineering Courses 2026","Engineering","N/A","50","0.5","Dynamic","Active content"
"/scholarships-by-course/medical","https://www.indiascholarships.in/scholarships-by-course/medical","Course Hub Listing","app/scholarships-by-course/[course]/page.tsx","Scholarships for Medical Courses 2026","Medical","N/A","32","0.5","Dynamic","Active content"
"/scholarships-by-course/commerce","https://www.indiascholarships.in/scholarships-by-course/commerce","Course Hub Listing","app/scholarships-by-course/[course]/page.tsx","Scholarships for Commerce Courses 2026","Commerce","N/A","16","0.5","Dynamic","Active content"
"/scholarships-by-course/science","https://www.indiascholarships.in/scholarships-by-course/science","Course Hub Listing","app/scholarships-by-course/[course]/page.tsx","Scholarships for Science Courses 2026","Science","N/A","37","0.5","Dynamic","Active content"
"/scholarships-by-course/arts","https://www.indiascholarships.in/scholarships-by-course/arts","Course Hub Listing","app/scholarships-by-course/[course]/page.tsx","Scholarships for Arts Courses 2026","Arts","N/A","20","0.5","Dynamic","Active content"
"/scholarships-by-course/nursing","https://www.indiascholarships.in/scholarships-by-course/nursing","Course Hub Listing","app/scholarships-by-course/[course]/page.tsx","Scholarships for Nursing Courses 2026","Nursing","N/A","7","0.5","Dynamic","Active content"
"/scholarships-by-course/pharmacy","https://www.indiascholarships.in/scholarships-by-course/pharmacy","Course Hub Listing","app/scholarships-by-course/[course]/page.tsx","Scholarships for Pharmacy Courses 2026","Pharmacy","N/A","7","0.5","Dynamic","Active content"
