No,Keyword,Search Volume,CPC,Paid Difficulty,SEO Difficulty
294,"nabanna scholarship 2025",8100,"₹0.00",1,17
295,"national scholarship",12100,"₹67.60",2,22
296,"national scholarship portal",201000,"₹43.32",2,45
297,"national scholarship portal nsp",8100,"₹91.41",2,41
298,"nmmss scholarship",5400,"₹113.31",2,35
299,"nsp portal scholarship",6600,"₹50.46",1,22
300,"nsp scholarship",673000,"₹46.66",1,47
301,"nsp scholarship 2024",110000,"₹38.56",1,42
302,"nsp scholarship 2024 25",5400,"₹20.95",1,6
303,"nsp scholarship 2025",90500,"₹78.08",1,18
304,"nsp scholarship 2025 26 last date",18100,"₹29.52",1,25
305,"nsp scholarship 2025 apply online",14800,"₹63.79",1,39
306,"nsp scholarship 2025 details",18100,"₹144.73",1,36
307,"nsp scholarship 2025 last date",22200,"₹60.94",1,41
308,"nsp scholarship apply online",8100,"₹67.60",5,48
309,"nsp scholarship benefits",110,"₹0.00",1,13
310,"nsp scholarship eligibility",5400,"₹55.22",1,37
311,"nsp scholarship last date",18100,"₹20.47",1,10
312,"nsp scholarship log in",18100,"₹0.00",1,10
313,"nsp scholarship payment status 2025",14800,"₹0.00",1,17
314,"nsp scholarship portal",22200,"₹39.51",1,20
315,"nsp scholarship status",14800,"₹0.00",1,17
316,"nsp scholarship which category",0,"₹0.00",1,4
317,"nsp scholarship which student",0,"₹0.00",1,4
318,"nsp which scholarship",0,"₹0.00",1,12
319,"oasis scholarship status check",14800,"₹0.00",1,9
320,"odisha post matric scholarship",49500,"₹54.27",1,11
321,"odisha scholarship",33100,"₹76.65",1,27
322,"odisha scholarship portal",49500,"₹0.00",1,27
323,"odisha state scholarship",74000,"₹24.76",1,35
324,"odisha state scholarship portal",74000,"₹48.08",1,27
325,"other backward class scholarship",6600,"₹59.99",1,30
326,"otr scholarship",14800,"₹191.38",1,38
327,"otr up scholarship",8100,"₹77.12",1,24
328,"p m s scholarship",368000,"₹76.17",1,23
329,"panjabrao deshmukh scholarship",9900,"₹73.32",1,14
330,"parivartan ecss scholarship",5400,"₹70.46",6,17
331,"parivartan scholarship",5400,"₹110.45",6,18
332,"pfms bank balance check scholarship",6600,"₹0.00",1,21
333,"pm scholarship scheme",6600,"₹64.75",4,26
334,"pm yasasvi scholarship 2025",5400,"₹121.88",2,15
335,"pms scholarship",301000,"₹55.22",1,47
336,"pms scholarship 2025 26",22200,"₹0.00",1,17
337,"pms scholarship bihar",9900,"₹0.00",1,19
338,"pms scholarship status",18100,"₹0.00",1,43
339,"pmss scholarship",9900,"₹88.55",1,22
340,"portal national scholarship",201000,"₹68.55",2,42
341,"portal scholarship",246000,"₹186.62",1,62
342,"portal scholarship odisha",14800,"₹80.93",1,17
343,"post matric scholarship",550000,"₹44.75",1,42
344,"post matric scholarship 2024 25",18100,"₹0.00",1,10
345,"post matric scholarship 2025",49500,"₹82.84",1,45
346,"post matric scholarship bihar status check",8100,"₹0.00",1,42
347,"post matric scholarship cg",27100,"₹0.00",1,13
348,"post matric scholarship haryana",9900,"₹0.00",1,7
349,"post matric scholarship last date",14800,"₹0.00",1,29
350,"post matric scholarship odisha last date",18100,"₹0.00",1,14
351,"post matric scholarship status",9900,"₹0.00",1,7
352,"post matriculation scholarship",673000,"₹41.42",1,42
353,"pragati scholarship",12100,"₹39.04",2,22
354,"prem ji scholarship",6600,"₹102.83",2,15
355,"prime minister scholarship",110000,"₹26.66",1,42
356,"prime minister's scholarship scheme",5400,"₹59.03",3,39
357,"prize money scholarship",6600,"₹0.00",1,14
358,"prize money scholarship 2025",8100,"₹252.32",1,24
359,"punjab scholarship",40500,"₹0.00",1,30
360,"pw scholarship test",6600,"₹41.89",62,20
361,"pw scholarship test 2025",14800,"₹12.38",28,19
362,"rajarshi shahu maharaj scholarship",5400,"₹0.00",1,8
363,"reliance foundation scholarship",27100,"₹19.52",4,23
364,"reliance foundation scholarship log in",5400,"₹0.00",1,35
365,"reliance scholarship",14800,"₹56.65",1,23
366,"reliance scholarship 2025",9900,"₹61.89",1,35
367,"reliance scholarship login",5400,"₹58.08",1,35
368,"renew scholarship",5400,"₹104.74",1,68
369,"rhodes of scholarship",6600,"₹35.71",6,16
370,"rhodes scholarship",8100,"₹89.50",7,65
371,"s b i scholarship",40500,"₹111.40",2,18
372,"s r jindal scholarship",33100,"₹91.41",3,16
373,"s s p post matric scholarship",49500,"₹79.03",1,19
374,"s s p scholarship",550000,"₹0.00",1,39
375,"s v m c m scholarship",110000,"₹156.15",1,12
376,"samaj kalyan scholarship",5400,"₹107.59",1,34
377,"sarkari result scholarship",8100,"₹0.00",1,15
378,"sarkari result up scholarship",9900,"₹0.00",1,7
379,"sbi asha scholarship",33100,"₹85.69",1,12
380,"sbi asha scholarship 2025",49500,"₹109.50",2,16
381,"sbi platinum jubilee asha scholarship",14800,"₹17.61",6,11
382,"sbi scholarship 2025",60500,"₹66.65",2,19
383,"sc st obc scholarship 2025",22200,"₹33.33",2,19
384,"sc st obc scholarship 2025 scheme",27100,"₹56.18",2,27
385,"scholar's mate",2400,"₹202.81",1,33
386,"scholarship",1220000,"₹73.32",5,62
387,"scholarship 2",27100,"₹80.93",1,26
388,"scholarship 2.0",22200,"₹104.26",1,25
389,"scholarship 2.0 mp",18100,"₹0.00",1,18
390,"scholarship 2024",33100,"₹60.94",1,28
391,"scholarship 2025",6600,"₹129.49",27,81
392,"scholarship academy",8100,"₹33.33",3,28
393,"scholarship bihar",9900,"₹45.23",1,21
394,"scholarship by government",5400,"₹71.41",7,81
395,"scholarship by state",450000,"₹176.15",1,62
396,"scholarship cg portal",40500,"₹0.00",1,33
397,"scholarship checking",5400,"₹43.80",2,81
398,"scholarship chief minister",5400,"₹121.88",1,35
399,"scholarship examination",6600,"₹43.80",20,43
400,"scholarship for 12th passed students by government",5400,"₹75.22",12,37
401,"scholarship for cfa",6600,"₹59.51",2,15
402,"scholarship for odisha",40500,"₹104.74",1,18
403,"scholarship for up",4090000,"₹45.70",1,42
404,"scholarship form",18100,"₹26.18",6,25
405,"scholarship form last date",8100,"₹76.17",1,27
406,"scholarship gov in 2025",49500,"₹61.89",1,67
407,"scholarship government in",40500,"₹73.32",2,70
408,"scholarship govt in 2025",40500,"₹29.99",1,18
409,"scholarship gpt",9900,"₹21.90",9,26
410,"scholarship graduation",12100,"₹358.01",2,12
411,"scholarship haryana",8100,"₹45.70",5,22
412,"scholarship how to check",20,"₹0.00",2,6
413,"scholarship how to get",10,"₹0.00",17,11
414,"scholarship in gujarat",9900,"₹117.11",1,20
415,"scholarship in mp",14800,"₹35.23",1,28
416,"scholarship jindal",18100,"₹36.18",1,24
417,"scholarship last date",18100,"₹29.52",1,18
418,"scholarship last date 2024",14800,"₹0.00",1,10
419,"scholarship last date 2025",18100,"₹90.45",1,63
420,"scholarship last date 2026",5400,"₹73.32",3,61
421,"scholarship last date in up",18100,"₹0.00",1,27
422,"scholarship login",14800,"₹28.56",1,23
423,"scholarship maharashtra",5400,"₹71.41",1,42
424,"scholarship minority",14800,"₹69.03",1,22
425,"scholarship mp portal",22200,"₹20.47",1,19
426,"scholarship nsp",550000,"₹94.26",1,22
427,"scholarship obc",5400,"₹47.61",2,20
428,"scholarship odisha",27100,"₹73.79",1,27
429,"scholarship of bihar",12100,"₹61.89",1,23
430,"scholarship of west bengal",8100,"₹117.11",1,37
431,"scholarship otr",8100,"₹29.52",1,44
432,"scholarship otr registration",5400,"₹224.71",1,48
433,"scholarship paper 2019",60500,"₹0.00",1,6
434,"scholarship portal 2.0",14800,"₹0.00",1,17
435,"scholarship portal cg",27100,"₹0.00",1,21
436,"scholarship portal punjab",6600,"₹62.84",1,16
437,"scholarship portal rajasthan",8100,"₹0.00",1,23
438,"scholarship portal up",9900,"₹0.00",1,37
439,"scholarship result 2024",6600,"₹0.00",1,14
440,"scholarship result 2025",14800,"₹25.71",1,45
441,"scholarship sarkari result",6600,"₹58.08",1,20
442,"scholarship scholarship",1220000,"₹162.82",3,80
443,"scholarship status",90500,"₹35.71",1,45
444,"scholarship status 2024",6600,"₹0.00",1,14
445,"scholarship status 2025",14800,"₹81.41",1,17
446,"scholarship status 2026",40500,"₹48.56",1,22
447,"scholarship status check",49500,"₹41.89",1,27
448,"scholarship status in up",165000,"₹0.00",1,18
449,"scholarship students",14800,"₹108.07",39,34
450,"scholarship taja info",5400,"₹0.00",1,13
451,"scholarship tata",18100,"₹38.56",22,30
452,"scholarship to students",12100,"₹181.86",48,69
453,"scholarship ts",5400,"₹81.88",1,32
454,"scholarship up gov",8100,"₹0.00",1,15
455,"scholarship up gov in",49500,"₹25.23",1,19
456,"scholarship up gov in 2025",6600,"₹34.28",1,38
457,"scholarship up gov in status",9900,"₹0.00",1,7
458,"scholarship up gov in status 2025",6600,"₹0.00",1,36
459,"scholarship up government",6600,"₹19.04",1,76
460,"scholarship up government in",60500,"₹47.61",1,28
461,"scholarship up last date",22200,"₹0.00",1,11
462,"scholarship west bengal",9900,"₹42.85",1,16
463,"scholarship where to apply",0,"₹0.00",1,4
464,"scholarship where to find",0,"₹0.00",1,4
465,"scholarship who are eligible",0,"₹0.00",1,4
466,"scholarship who can apply",0,"₹0.00",1,4
467,"schools scholarship",22200,"₹78.08",1,25
468,"she can scholarship",10,"₹0.00",20,20
469,"she can scholarship 2026",10,"₹0.00",1,5
470,"sita ram jindal scholarship",27100,"₹113.31",2,20
471,"sitaram jindal foundation scholarship",12100,"₹54.27",2,10
472,"sitaram jindal scholarship",14800,"₹67.60",2,19
473,"sje scholarship",8100,"₹110.45",1,39
474,"sr jindal scholarship",22200,"₹119.97",1,18
475,"ssb scholarship last date",9900,"₹0.00",1,28
476,"ssp post matric scholarship",60500,"₹0.00",1,23
477,"ssp post matric scholarship 2023 24",9900,"₹0.00",1,7
478,"ssp post matric scholarship 2024 25",27100,"₹0.00",1,13
479,"ssp post matric scholarship 2025 26",9900,"₹0.00",1,37
480,"ssp post matric scholarship status",6600,"₹0.00",1,37
481,"ssp pre matric scholarship",49500,"₹122.83",1,19
482,"ssp pre matric scholarship 2025 26",6600,"₹0.00",1,38
483,"ssp scholarship 2024 25",14800,"₹0.00",1,38
484,"ssp scholarship 2024 25 last date",5400,"₹0.00",1,29
485,"ssp scholarship 2025",74000,"₹60.94",1,19
486,"ssp scholarship 2025 26",135000,"₹0.00",1,28
487,"ssp scholarship 2025 26 last date",14800,"₹0.00",1,9
488,"ssp scholarship 2025 last date",9900,"₹0.00",1,18
489,"ssp scholarship 2026",5400,"₹0.00",1,29
490,"ssp scholarship last date",12100,"₹0.00",1,8
491,"ssp scholarship log in",12100,"₹0.00",1,8
492,"ssp scholarship portal office",6600,"₹0.00",3,7
493,"ssp scholarship post matric",5400,"₹0.00",1,37
494,"ssp scholarship status",40500,"₹0.00",1,25
495,"ssp scholarship status check",12100,"₹17.14",1,47
496,"ssp scholarship status checking",9900,"₹0.00",1,30
497,"state portal scholarship",8100,"₹52.37",1,35
498,"state scholarship",550000,"₹85.69",1,47
499,"state scholarship odisha",9900,"₹112.35",1,15
500,"state scholarship portal",823000,"₹32.85",1,42
501,"state scholarship portal last date",12100,"₹0.00",1,8
502,"state scholarship portal log in",8100,"₹0.00",1,66
503,"state scholarship portal odisha",40500,"₹0.00",1,17
504,"status of scholarship",74000,"₹65.70",1,55
505,"svmcm scholarship 2025",8100,"₹0.00",1,18
