No,Keyword,Volume,CPC,Paid Difficulty,SEO Difficulty
173,scholarship for obc degree students in karnataka,30,0,1,6
174,scholarship for 9th class students in maharashtra,40,26.0273925,15,10
175,scholarship for obc 2026,0,0,1,4
176,scholarship for 4a spm,0,0,1,4
177,scholarship for kiit,0,0,1,12
178,scholarship for 7th standard,140,0,2,6
179,scholarship for llm,170,132.0649175,44,27
180,scholarship for 3rd class students,20,0,7,8
181,scholarship for bsc students,390,144.596625,17,54
182,scholarship for laptop,1300,43.86097625,3,14
183,scholarship for international students,210,123.38912,73,27
184,scholarship for nursing students in india,70,37.5951225,5,7
185,scholarships for queer,0,0,1,12
186,scholarship for year 7 students,10,0,1,5
187,scholarship for korea,390,51.0908075,33,53
188,scholarship for zambian students,10,0,1,5
189,scholarship for 10th passed students by government,260,78.0821775,6,52
190,scholarship for 6 class student,90,26.0273925,8,8
191,scholarship for 6th class,90,31.8112575,5,7
192,scholarship for west bengal students,260,38.07711125,5,7
193,scholarship for ews category students,20,0,1,6
194,scholarship for education,880,52.054785,21,20
195,scholarship for women in india,170,86.757975,9,8
196,scholarships for queen mary university of london,0,0,1,4
197,scholarship for class 8 students 2026,10,29.8833025,21,12
198,scholarship for neet aspirants,40,92.54184,46,19
199,scholarship for degree students ssp,20,0,2,6
200,scholarship for 9th class students 2025,170,0,28,14
201,scholarship for 9th class,480,82.902065,34,17
202,scholarship for veterinary students in india,50,0,2,6
203,scholarship for 5th grade,0,0,1,4
204,scholarship for jee mains qualified students,50,89.16791875,48,20
205,scholarship for final year engineering students,50,40.00506625,8,8
206,scholarship for 10th pass out,0,0,1,4
207,scholarship for 2nd puc students,480,33.25722375,2,6
208,scholarship for 6 year old,0,0,1,4
209,scholarship for mba students in karnataka 2026,0,0,1,4
210,scholarship for vjnt students,50,0,3,6
211,scholarship for graduate students in karnataka,20,0,4,7
212,scholarship for rte students,10,0,1,5
213,scholarship for 8th class,480,54.9467175,21,51
214,scholarship for obc students after 12th,20,0,1,5
215,scholarship for russian university,0,0,1,4
216,scholarship for graduate students,480,188.93959,31,51
217,scholarship for women for phd,0,0,1,4
218,scholarship for jee advanced qualified students,30,51.57279625,42,18
219,scholarship for vjnt students in maharashtra,70,0,1,5
220,scholarship for fatherless students in india,50,0,2,6
221,scholarship for girls,0,0,1,12
222,scholarship for 8th class students 2025,70,17.351595,33,15
223,scholarship for 6th to 12th students,0,0,1,4
224,scholarship for 7 year old,0,0,1,4
225,scholarship for pilot training in india,480,41.4510325,36,11
226,scholarship for railway employee child,0,0,1,4
227,scholarship for 7th class students 2026 last date,0,0,1,4
228,scholarship for teachers,170,0,1,14
229,scholarship for unemployed graduates in karnataka,0,0,1,4
230,scholarship for mba,2400,107.4834913,40,26
231,scholarship for higher education,4400,132.0649175,5,45
232,scholarship for nit students,140,44.82495375,4,7
233,scholarship for abroad,2900,143.1506588,57,31
234,scholarship for btech students,3600,149.4165125,55,13
235,scholarship for nift,390,83.38405375,3,14
236,scholarship for phd,260,79.046155,14,18
237,scholarship for japan study,10,42.89699875,25,13
238,scholarship for 12th students by government 2026,110,38.5591,13,9
239,scholarship for bsc nursing students,260,107.0015025,17,8
240,scholarship for korean university,110,28.919325,32,15
241,scholarship for degree students in karnataka 2026,90,68.92439125,22,12
242,scholarship for neet students,140,73.74427875,47,20
243,scholarship for australia,90,81.9380875,69,34
244,scholarship for obc students by central government,260,0,1,27
245,scholarship for vietnamese students,10,0,1,5
246,scholarship for jrf,1000,0,1,17
247,scholarship for degree students 2026,170,55.42870625,38,17
248,scholarship for final year students,50,50.12683,19,11
249,scholarship for sslc students in karnataka,30,0,2,6
250,scholarship for 3rd year btech students,20,30.84728,25,13
251,scholarship for qut,0,0,1,12
252,scholarship quotes for students,20,0,1,5
253,scholarship for degree students in karnataka,880,168.6960625,25,21
254,scholarship for nift students,20,0,2,6
255,scholarship for ug,1600,172.5519725,28,52
256,scholarship for female students in india,40,0,10,9
257,scholarship for 5th class students in maharashtra,90,0,1,5
258,scholarship for teachers children,0,0,1,4
259,scholarship for job seekers,10,0,3,6
260,scholarship for 6th graders,0,0,1,4
261,scholarship for ymca summer camp,0,0,1,4
262,scholarship for jee coaching,20,85.31200875,87,32
263,scholarship for indian students in australia,720,128.2090075,79,42
264,scholarship for 4th class students,50,0,4,7
265,scholarship for qatar university,260,41.4510325,28,27
266,scholarship for ug students 2026,210,53.98274,24,13
267,scholarship for 2nd puc students karnataka 2025,90,0,1,5
268,scholarship for railway employee child 2025,0,0,1,4
269,scholarship for nios students,30,0,6,7
270,scholarship for 4th year engineering students,20,45.3069425,12,9
271,scholarship for 2nd puc completed students,40,0,1,5
272,scholarship for 8th pass students,0,0,1,4
273,scholarship for class 10 students,480,31.8112575,20,12
274,scholarship for zoology,0,0,1,12
275,scholarship for graduation,12100,171.587995,2,37
276,scholarship for 8th grade students,0,0,1,4
277,scholarship for sc students after 12th,260,0,2,36
278,scholarship for 2nd puc distinction students 2026,20,0,1,6
279,scholarship for 6a spm,0,0,1,4
280,scholarship for 2nd puc passed students,40,0,2,6
281,scholarship for engineering students in karnataka 2026,70,43.86097625,27,14
282,scholarship for dental students,90,25.063415,3,6
283,scholarship for 4th std,590,0,1,5
284,scholarship for higher education in india,70,32.29324625,20,12
285,scholarship for 8th class students,40,27.9553475,30,15
286,scholarship 0.2,50,0,1,18
287,scholarship for 4th year college students,0,0,1,4
288,scholarship for abroad study for indian students,40,82.902065,79,29
289,scholarship for general category students 2026,40,35.6671675,10,9
290,scholarship for mba students in karnataka,40,77.60018875,20,12
291,scholarship for 8th standard,480,107.96548,2,18
292,scholarship for 5 year olds,0,0,1,4
293,scholarship for class 12 students,390,81.9380875,25,30
294,scholarships for xray tech students,0,0,1,4
295,scholarship for online mba,110,194.723455,61,24
296,scholarship for tenth pass students,20,27.9553475,9,8
297,scholarship for women in stem,320,82.902065,10,62
298,scholarship for diploma students in karnataka 2026,30,56.39268375,13,9
299,scholarship for 8 lakh income,0,0,1,4
300,scholarship for russia,140,40.487055,17,19
301,scholarship questions for interview,0,0,1,4
302,scholarships for x ray school,0,0,1,4
303,scholarship for 10th passed students by government 2026,70,30.84728,4,7
304,scholarship for post matric students,70,0,3,6
305,scholarship for first year engineering students,50,57.35666125,21,12
306,scholarship for iim students,140,46.27092,2,6
307,scholarship for unemployed,170,0,1,14
308,scholarship form,18100,26.50938125,6,25
309,scholarship for wharton school of business,0,0,1,4
310,scholarship for class 10 passed students 2026,90,26.99137,11,9
311,scholarship for jnv students,30,0,1,5
312,scholarship for youth sports,0,0,1,4
313,scholarship for thailand,70,33.7392125,23,20
314,scholarship for quaid e azam university,0,0,1,4
315,scholarship for 9th students by government 2026,0,0,1,4
316,scholarship for obc,5400,45.3069425,2,15
317,scholarship for puc students 2026,10,0,7,8
318,scholarship for law students,480,118.5692325,33,25
319,scholarship for karnataka students 2026,0,0,1,4
320,scholarship for 9th class students,110,32.29324625,38,17
321,scholarship for 5th class students in karnataka,40,20.72551625,7,8
322,scholarship 0.2 portal,0,0,1,12
323,scholarship for 5th class students,40,24.0994375,28,14
324,scholarship for high school students,0,0,1,4
325,scholarship for bsc nursing students 2026,20,81.45609875,21,12
326,scholarship for hostel students,70,0,4,7
327,scholarship for ug students 2025,590,51.57279625,14,52
328,scholarship for engineering students in karnataka,590,105.0735475,30,20
329,scholarship for general category students,1300,99.2896825,15,53
330,scholarship for jee students,70,78.0821775,54,22
331,scholarship for laptop for students,10,0,4,7
332,scholarship for after 10th,20,51.0908075,16,10
333,scholarship for oxford university for indian students,720,54.46472875,61,24
334,scholarship for jain students by government,110,28.919325,2,6
335,scholarship for 7a,0,0,1,12
336,scholarship for muslim students,140,52.054785,9,8
337,scholarship for germany,1300,47.71688625,39,25
338,scholarship for jharkhand students 2026,10,0,1,6
339,scholarship for oxford university,1300,115.6773,50,76
340,scholarship for 9 and 10,0,0,1,4
341,scholarship for 4ps,10,0,1,13
342,scholarship for qatar,0,0,1,12
343,scholarship for st students 2026,10,77.1182,9,8
344,scholarships for xray students,0,0,1,4
345,scholarship for 7th class students in karnataka,40,19.76153875,7,8
346,scholarship for tribal students,40,0,1,6
347,scholarship for pu students,50,47.2348975,9,8
348,scholarship for indian students in germany,1600,75.67223375,68,26
349,scholarship for reliance foundation,0,0,1,4
350,scholarship for obc students,880,139.7767375,6,26
351,scholarship for 8th class students 2026 last date,0,0,1,4
352,scholarship for zimbabwe,0,0,1,12
353,scholarship for degree students,4400,115.6773,42,40
354,scholarship for veterinary students in karnataka,0,0,1,4
355,scholarship for 3rd year engineering students,110,45.78893125,12,9
356,scholarship for hotel management students in india,40,60.24859375,20,12
357,scholarship for single girl child,0,0,1,4
358,scholarship for,720,62.17654875,17,24
359,scholarship for law students in india,170,77.1182,28,14
360,scholarship for intermediate students in ap 2026,110,32.775235,19,11
361,scholarship for 9th,320,56.8746725,13,30
362,scholarship requirements,140,0,2,19
363,how to get a free scholarship for college,0,0,1,4
364,scholarship for 9th standard students,20,17.83358375,28,14
365,scholarship for zimbabweans,0,0,1,12
366,scholarship for 7th class students 2025,40,25.063415,25,13
367,scholarship for 10th passed students 2026,50,31.8112575,11,9
368,scholarship for 11th students by government 2026,140,51.0908075,16,10
369,scholarship for students in karnataka,880,55.42870625,8,8
370,scholarship for xray tech,0,0,1,4
371,scholarship for working women,30,0,2,6
372,scholarship for llb,140,78.0821775,34,24
373,scholarship for mbbs students in karnataka 2026,0,0,1,4
374,scholarship for iiit students,40,0,1,5
375,scholarship for labour card,30,0,1,5
376,scholarship for foreign universities,50,91.5778625,64,25
377,scholarship for indian students in japan,50,36.14915625,16,10
378,scholarship for 5th standard,30,0,1,5
379,scholarship for engineering students 2026,30,114.2313338,40,18
380,scholarship for iti students,210,0,2,6
381,scholarship for farmers child in karnataka,0,0,1,4
382,scholarship for free laptop,210,35.6671675,4,7
383,scholarship for puc students,170,40.487055,7,8
384,scholarship for minority students,260,577.4225225,6,37
385,scholarship for fatherless students in karnataka,20,0,4,7
386,scholarship for diploma students in karnataka 2025,90,18.3155725,3,6
387,scholarship for 55 percentage students,0,0,1,4
388,scholarship for wildlife conservation,0,0,1,4
389,scholarship for 2nd year college students,0,0,1,4
390,scholarship for students 2026,70,94.95178375,61,24
391,scholarships for queer students,0,0,1,4
392,scholarship for 12 passed students 2026,50,43.86097625,16,10
393,scholarship for engineering students 2nd year,10,18.3155725,22,12
394,scholarship for 5a,0,0,1,12
395,scholarship for architecture students,50,61.21257125,27,14
396,scholarship for 12th passed students by government in karnataka,70,24.58142625,6,7
397,scholarship 0tr,0,0,1,17
398,scholarship for college students,0,0,1,4
399,scholarship for cbse students class 10,40,26.50938125,13,9
400,scholarship for students,14800,78.56416625,47,32
401,scholarship for college students 2026,0,0,1,4
402,scholarship for 2nd puc distinction students,20,0,1,6
403,scholarship for 3rd year mbbs students,30,0,1,5
404,scholarship for allied health students in india,0,0,1,4
405,scholarship for foreign studies,260,187.9756125,68,58
406,scholarship for girls in india,0,0,1,4
407,scholarship for 4th year college students philippines,0,0,1,4
408,scholarships for xc runners,0,0,1,4
409,scholarship for young women,10,0,33,15
410,scholarship for nepali students in india,20,30.36529125,13,9
411,scholarship for 3rd year college students,0,0,1,4
412,scholarship for 2nd puc students karnataka 2026,140,27.9553475,5,7
413,scholarship for mtech students,320,71.334335,11,40
414,scholarship for high school students in india,0,0,1,4
415,scholarship for pg students in karnataka 2026,10,37.11313375,7,8
416,scholarship for bca students 2026,30,77.1182,39,17
417,scholarship for engineering,1000,135.9208275,34,39
418,scholarship for karnataka students,1000,215.93096,6,25
419,scholarship for queen mary university,0,0,1,4
420,scholarship for obc students in karnataka 2026,0,0,1,4
421,scholarships for zimbabweans undergraduate,0,0,1,4
422,scholarship for students in karnataka 2026,0,0,1,4
423,scholarship for 4th year,0,0,1,4
