No,Keyword,Volume,CPC,Paid Difficulty,SEO Difficulty
132,kerala prathibha scholarship,0,0,1,12
133,kerala scholarship lss uss results 2025,40,0,1,5
134,kerala scholarship portal login,0,0,1,4
135,mvd scholarship kerala gov in,90,0,1,5
136,kerala scholarship 2024,10,0,1,13
137,mwd scholarship kerala,390,0,1,13
138,nmms scholarship kerala result,0,0,1,4
139,mbbs bpl scholarship kerala,0,0,1,4
140,district merit scholarship kerala,20,0,1,5
141,kerala kaumudi scholarship,0,0,1,12
142,kerala lss scholarship result 2026,0,0,1,4
143,plus one scholarship kerala 2025,30,0,1,5
144,kerala pg scholarship,0,0,1,12
145,kerala sanskrit scholarship 2026 result,0,0,1,4
146,kerala sarkar scholarship,0,0,1,12
147,kerala state scholarship portal,40,0,1,5
148,kerala higher education scholarship login,0,0,1,4
149,scholarships for class 4 students in india,20,0,1,6
150,minority welfare scholarship kerala,480,0,1,15
151,www scholarship kerala gov in,20,0,1,6
152,postmetric scholarship kerala nic in,50,0,1,6
153,kerala scholarship contact number,0,0,1,4
154,b ed scholarship kerala,0,0,1,4
155,kerala government scholarship for students,40,0,1,6
156,higher education scholarship kerala 2026,0,0,1,4
157,cm prathibha scholarship kerala,10,0,1,5
158,scholarship minority welfare kerala gov in,110,0,1,5
159,kerala state scholarship official website,0,0,1,4
160,scholarship dhse kerala gov in,110,0,1,5
161,vidyakiranam scholarship kerala,0,0,1,12
162,kerala school x,0,0,1,12
163,kerala upsc scholarship,0,0,1,12
164,unnathi scholarship kerala 2026,40,76.1542225,15,10
165,post matric scholarship kerala,260,0,1,18
166,kerala overseas scholarship 2026,10,45.3069425,18,11
167,grants kerala price,0,0,1,12
168,cm scholarship kerala 2025,110,0,1,5
169,kerala government scholarship for ug students,70,0,1,5
170,ca scholarship kerala,20,0,1,13
171,cm scholarship kerala 1000 rupees,0,0,1,4
172,bpl scholarship kerala,20,0,1,13
173,nmms scholarship kerala apply online,10,0,1,5
174,kerala higher education scholarship last date,0,0,1,4
175,kerala sanskrit scholarship result 2026,10,0,1,5
176,kerala prajwala scholarship scheme apply online,10,0,1,5
177,nsp scholarship kerala,40,0,1,13
178,grants kerala startup mission,0,0,1,4
179,kerala obc scholarship application form,10,0,1,5
180,kerala college scholarship,0,0,1,12
181,kerala new scholarship,0,0,1,12
182,kerala government scholarship for competitive exams,20,0,1,5
183,kerala scholarship exam,0,0,1,12
184,kerala scholarship 2023,10,0,1,13
185,lakshya scholarship kerala,10,0,1,13
