No,Keyword,Search Intent,Search Volume,CPC,Paid Difficulty,SEO Difficulty
62,"obc scholarship application form",null,"40","₹0.00","1","5"
63,"obc scholarship digital gujarat",null,"40","₹0.00","1","5"
64,"obc scholarship yojana 2025",null,"40","₹25.06","7","8"
65,"obc scholarship helpline number up",null,"40","₹0.00","1","5"
66,"obc scholarship name",null,"40","₹0.00","1","13"
67,"obc scholarship cg",null,"40","₹0.00","1","13"
68,"obc scholarship haryana",null,"40","₹0.00","1","14"
69,"obc 1 or 2",null,"30","₹0.00","1","5"
70,"obc loan scheme in karnataka",null,"30","₹0.00","1","6"
71,"obc category benefits",null,"30","₹0.00","1","13"
72,"obc scholarship for degree students",null,"30","₹0.00","1","5"
73,"obc scholarship for btech students",null,"30","₹0.00","5","7"
74,"obc scholarship for b ed students",null,"30","₹0.00","1","5"
75,"obc scholarship for abroad studies",null,"30","₹45.31","34","16"
76,"obc scholarship for cma students",null,"30","₹0.00","1","6"
77,"obc scholarship check",null,"30","₹0.00","1","13"
78,"obc scholarship kab aayegi",null,"30","₹0.00","1","5"
79,"obc scholarship percentage",null,"30","₹0.00","1","13"
80,"obc scholarship payment status",null,"30","₹0.00","1","5"
81,"obc scholarship renewal last date",null,"30","₹0.00","1","5"
82,"obc scholarship track",null,"30","₹0.00","1","14"
83,"obc oasis scholarship",null,"30","₹0.00","1","13"
84,"obc scholarship gujarat last date",null,"30","₹0.00","1","5"
85,"obc scholarship payment date",null,"30","₹0.00","1","5"
86,"obc sathi scholarship",null,"30","₹0.00","1","13"
87,"obc scholarship tripura last date",null,"30","₹0.00","1","5"
88,"obc scholarship goa",null,"30","₹0.00","1","13"
89,"obc students scholarship in karnataka",null,"30","₹0.00","4","7"
90,"obc scholarship for phd students",null,"30","₹0.00","1","5"
91,"obc egrants scholarship",null,"30","₹0.00","1","13"
92,"obc scholarship office bhopal",null,"30","₹0.00","3","6"
93,"obc overseas scholarship",null,"30","₹47.72","17","19"
94,"obc scholarship odisha",null,"30","₹0.00","1","13"
95,"obc scholarship documents required",null,"30","₹0.00","1","5"
96,"tripura obc welfare scholarship",null,"30","₹0.00","1","5"
97,"obc scholarship for ug students",null,"30","₹0.00","2","6"
98,"obc scholarship mp kab aayegi",null,"30","₹0.00","1","5"
99,"obc 3b category list",null,"20","₹0.00","1","5"
100,"sc obc marriage scheme in hindi",null,"20","₹0.00","1","5"
101,"obc loan scheme in goa",null,"20","₹0.00","1","5"
102,"obc loan scheme eligibility",null,"20","₹0.00","1","6"
103,"obc subsidy scheme",null,"20","₹0.00","1","13"
104,"obc mahamandal scheme",null,"20","₹0.00","1","13"
105,"obc scheme in karnataka",null,"20","₹0.00","1","5"
106,"obc scholarship criteria",null,"20","₹0.00","1","13"
107,"obc scholarship contact number",null,"20","₹0.00","1","5"
108,"obc scholarship declaration form",null,"20","₹0.00","1","5"
109,"obc scholarship delhi",null,"20","₹0.00","2","14"
110,"obc scholarship department bhopal",null,"20","₹0.00","1","5"
111,"obc government scholarship",null,"20","₹0.00","4","15"
112,"obc scholarship mp amount",null,"20","₹0.00","1","5"
113,"obc overseas scholarship kerala",null,"20","₹0.00","6","7"
114,"obc scholarship helpline number mp",null,"20","₹0.00","1","5"
115,"obc up scholarship amount",null,"20","₹0.00","1","5"
116,"sc st obc scholarship online apply 2026",null,"20","₹0.00","1","5"
117,"obc scholarship manipur list",null,"20","₹0.00","1","5"
118,"obc scholarship kab aayegi 2026",null,"20","₹0.00","1","5"
119,"obc scholarship money",null,"20","₹0.00","1","13"
120,"11th obc scholarship",null,"20","₹0.00","1","13"
121,"obc scholarship portal mp",null,"20","₹0.00","1","5"
122,"obc scholarship form 2026",null,"20","₹0.00","1","5"
123,"obc scholarship payment date 2026",null,"20","₹0.00","1","5"
124,"obc scholarship for nursing students",null,"20","₹0.00","1","5"
125,"obc scholarship login",null,"20","₹0.00","1","13"
126,"obc scholarship income limit in maharashtra",null,"20","₹0.00","1","5"
127,"obc scholarship karnataka 2025",null,"20","₹0.00","1","5"
128,"obc scholarship renewal",null,"20","₹0.00","1","13"
129,"obc bpl scholarship rajasthan",null,"20","₹0.00","1","5"
130,"sc st obc scholarship west bengal",null,"20","₹0.00","2","6"
131,"obc engineering scholarship maharashtra",null,"20","₹0.00","7","8"
132,"obc scholarship yojana",null,"20","₹0.00","1","13"
133,"obc scholarship apply online",null,"20","₹0.00","6","7"
134,"obc national scholarship portal",null,"20","₹0.00","4","7"
135,"obc welfare scholarship",null,"20","₹0.00","1","13"
136,"obc scholarship nsp last date",null,"20","₹0.00","1","5"
137,"obc ebc scholarship",null,"20","₹0.00","1","13"
138,"obc scholarship apply last date",null,"20","₹0.00","4","7"
139,"obc scholarship 2026 amount",null,"20","₹0.00","1","5"
140,"obc scholarship renewal last date 2025",null,"20","₹0.00","1","5"
141,"obc coaching scholarship gujarat",null,"20","₹0.00","1","5"
142,"scheme for obc students in maharashtra",null,"10","₹0.00","1","5"
143,"obc mahamandal loan scheme amount",null,"10","₹0.00","1","5"
144,"obc student scheme in maharashtra",null,"10","₹0.00","1","5"
145,"obc free coaching scheme",null,"10","₹0.00","1","5"
146,"obc mahamandal loan scheme eligibility",null,"10","₹0.00","1","5"
147,"general and obc marriage scheme",null,"10","₹0.00","1","5"
148,"mahadbt obc scholarship scheme",null,"10","₹0.00","1","5"
149,"obc pre matric scholarship scheme 2025",null,"10","₹0.00","1","5"
150,"obc new scheme",null,"10","₹0.00","1","13"
151,"obc computer scheme",null,"10","₹0.00","1","13"
152,"programme obc 2025",null,"10","₹0.00","1","13"
153,"obc discount code",null,"10","₹0.00","1","13"
154,"obc government scheme",null,"10","₹0.00","1","13"
155,"obc caste government scheme",null,"10","₹0.00","1","5"
156,"obc system byd meaning",null,"10","₹0.00","1","5"
157,"obc scholarship after 12th",null,"10","₹0.00","1","6"
158,"obc scholarship class 10",null,"10","₹0.00","5","7"
159,"obc students 60000 scholarship",null,"10","₹0.00","1","5"
160,"obc scholarship annual income limit",null,"10","₹0.00","1","5"
161,"obc scholarship bihar 2025",null,"10","₹0.00","9","8"
162,"obc education scholarship",null,"10","₹0.00","1","13"
163,"obc scholarship kitna milta hai",null,"10","₹0.00","1","5"
164,"obc scholarship kab tak aayega",null,"10","₹0.00","1","5"
165,"obc scholarship ki last date",null,"10","₹0.00","1","5"
166,"obc oec scholarship",null,"10","₹0.00","1","13"
167,"obc scholarship payment",null,"10","₹0.00","1","13"
168,"obc scholarship pre matric",null,"10","₹0.00","1","6"
169,"obc scholarship required documents",null,"10","₹0.00","1","5"
170,"obc scholarship update",null,"10","₹0.00","1","13"
171,"obc scholarship form pdf west bengal",null,"10","₹0.00","1","5"
172,"st obc scholarship yojana 2025",null,"10","₹0.00","1","5"
173,"obc scholarship budget",null,"10","₹0.00","1","13"
174,"obc scholarship class 11",null,"10","₹0.00","1","5"
175,"obc bed scholarship",null,"10","₹0.00","1","13"
176,"obc scholarship application",null,"10","₹0.00","1","13"
177,"obc ke liye scholarship yojana",null,"10","₹0.00","1","5"
178,"obc scholarship com",null,"10","₹0.00","56","31"
179,"obc scholarship 2026 apply date",null,"10","₹0.00","1","6"
180,"obc scholarship karnataka 2026",null,"10","₹0.00","2","6"
181,"obc scholarship link",null,"10","₹0.00","1","13"
182,"obc up scholarship last date",null,"10","₹0.00","1","5"
183,"obc scholarship date 2026",null,"10","₹0.00","1","5"
184,"obc oasis scholarship amount",null,"10","₹0.00","1","5"
185,"obc scholarship central government",null,"10","₹0.00","1","5"
186,"obc scholarship office bhopal address",null,"10","₹0.00","1","5"
187,"obc scholarship 2nd year",null,"10","₹0.00","1","5"
188,"obc scholarship complaint number",null,"10","₹0.00","1","5"
189,"obc scholarship 2026 last date to apply",null,"10","₹0.00","1","5"
190,"obc jrf fellowship",null,"10","₹0.00","1","13"
191,"obc scholarship manipur 2026",null,"10","₹0.00","1","5"
192,"st sc obc scholarship jharkhand",null,"10","₹0.00","1","5"
193,"obc vjnt scholarship",null,"10","₹0.00","1","13"
194,"obc 100 scholarship",null,"10","₹0.00","1","13"
195,"obc category scholarship yojana marathi corner",null,"10","₹0.00","1","5"
196,"obc scholarship jharkhand kab aayega",null,"10","₹0.00","1","5"
197,"obc scholarship verification last date",null,"10","₹0.00","1","5"
198,"obc scholarship last date 2025 west bengal",null,"10","₹0.00","1","5"
199,"obc scholarship digital gujarat last date",null,"10","₹0.00","1","5"
200,"obc scholarship engineering",null,"10","₹0.00","2","14"
201,"obc scholarship for class 11",null,"10","₹0.00","1","6"
202,"obc ezhava scholarship",null,"10","₹0.00","1","13"
203,"obc scholarship helpline number near uttar pradesh",null,"10","₹0.00","1","5"
204,"obc scholarship last date 2025 26",null,"10","₹0.00","1","5"
205,"obc scholarship bihar 2023",null,"10","₹0.00","1","5"
206,"obc scholarship last date assam",null,"10","₹0.00","1","5"
207,"obc scholarship official website",null,"10","₹0.00","1","5"
208,"obc scholarship bonafide certificate",null,"10","₹0.00","1","5"
209,"obc scholarship toll free number",null,"10","₹0.00","1","5"
210,"obc scholarship news",null,"10","₹0.00","1","13"
211,"obc scholarship kya hai",null,"0","₹0.00","1","4"
212,"obc scholarship kerala amount",null,"0","₹0.00","1","4"
213,"obc scholarship scheme name",null,"0","₹0.00","1","4"
214,"sc obc marriage scheme maharashtra",null,"0","₹0.00","1","4"
215,"obc reservation system",null,"0","₹0.00","1","12"
216,"obc schemes in goa",null,"0","₹0.00","1","4"
217,"obc scholarship up amount",null,"0","₹0.00","1","4"
218,"obc category scheme in karnataka",null,"0","₹0.00","1","4"
219,"govt scheme for obc",null,"0","₹0.00","1","4"
220,"obc category scheme",null,"0","₹0.00","1","12"
221,"obc scheme o level",null,"0","₹0.00","1","4"
222,"obc system meaning",null,"0","₹0.00","1","12"
223,"government scheme for obc",null,"0","₹0.00","1","4"
224,"obc scheme in telangana",null,"0","₹0.00","1","4"
225,"mahadbt obc scheme",null,"0","₹0.00","1","12"
226,"obc expansion scheme",null,"0","₹0.00","1","12"
227,"obc system byd atto 3",null,"0","₹0.00","1","4"
228,"obc finance scheme",null,"0","₹0.00","1","12"
229,"obc self employment scheme",null,"0","₹0.00","1","4"
230,"obc building classifications",null,"0","₹0.00","1","12"
231,"obc scheme in up",null,"0","₹0.00","1","4"
232,"obc loan scheme gujarat",null,"0","₹0.00","1","4"
233,"obc scholarship scheme 2025",null,"0","₹0.00","1","4"
234,"obc septic system setbacks",null,"0","₹0.00","1","4"
235,"obc scheme 2024",null,"0","₹0.00","1","12"
236,"obc training scheme",null,"0","₹0.00","1","12"
237,"obc septic system",null,"0","₹0.00","1","12"
238,"obc student scholarship scheme",null,"0","₹0.00","1","4"
239,"schema obc 4",null,"0","₹0.00","1","12"
240,"obc home scheme",null,"0","₹0.00","1","12"
241,"obcffh4 scheme",null,"0","₹0.00","1","17"
242,"obc scholarship rs",null,"0","₹0.00","1","12"
243,"sc obc marriage scheme rajasthan",null,"0","₹0.00","1","4"
244,"obc scheme in india",null,"0","₹0.00","1","4"
245,"obc student scheme",null,"0","₹0.00","1","12"
246,"obc scheme in tamilnadu",null,"0","₹0.00","1","4"
247,"obc 43",null,"0","₹0.00","1","17"
248,"obc hostel scheme",null,"0","₹0.00","1","12"
249,"obc women scheme",null,"0","₹0.00","1","12"
250,"obc4 govt",null,"0","₹0.00","1","17"
251,"obc loan scheme eligibility pdf",null,"0","₹0.00","1","4"
252,"obc septic system design",null,"0","₹0.00","1","4"
253,"programme obc 2026",null,"0","₹0.00","1","12"
254,"ubc student system",null,"0","₹0.00","1","12"
255,"obc scheme central government",null,"0","₹0.00","1","4"
256,"obc scheme in west bengal",null,"0","₹0.00","1","4"
257,"nsp obc scheme",null,"0","₹0.00","1","12"
258,"obc scheme 2023",null,"0","₹0.00","1","12"
259,"obc maharashtra scheme",null,"0","₹0.00","1","12"
260,"obc scheme full form",null,"0","₹0.00","1","4"
261,"obc holiday programme",null,"0","₹0.00","1","12"
262,"schema obc 4 camera",null,"0","₹0.00","1","4"
263,"obc loan scheme in maharashtra pdf",null,"0","₹0.00","1","4"
264,"obc loan scheme apply online",null,"0","₹0.00","1","4"
265,"obc system in byd",null,"0","₹0.00","1","4"
266,"obc loan scheme in goa pdf",null,"0","₹0.00","1","4"
267,"obc caste scheme",null,"0","₹0.00","1","12"
268,"obc mahamandal loan scheme age limit",null,"0","₹0.00","1","4"
269,"obc scheme in gujarat",null,"0","₹0.00","1","4"
270,"scheme for obc in maharashtra",null,"0","₹0.00","1","4"
271,"obc girls scheme",null,"0","₹0.00","1","12"
272,"mahadbt obc scholarship scheme name",null,"0","₹0.00","1","4"
273,"obc scheme in delhi",null,"0","₹0.00","1","4"
274,"scheme for obc in goa",null,"0","₹0.00","1","4"
275,"obc system f1",null,"0","₹0.00","1","12"
276,"obc loan scheme interest rate",null,"0","₹0.00","1","4"
277,"sc st obc training scheme",null,"0","₹0.00","1","4"
278,"obc scholarship notification",null,"0","₹0.00","1","12"
279,"obc scholarship for school students",null,"0","₹0.00","1","4"
280,"sc st obc 60000 scholarship",null,"0","₹0.00","1","4"
281,"obc scholarship class 9",null,"0","₹0.00","1","4"
282,"obc scholarship college",null,"0","₹0.00","1","12"
283,"obc scholarship credit date",null,"0","₹0.00","1","4"
284,"obc scholarship cut off",null,"0","₹0.00","1","4"
285,"obc scholarship documents list",null,"0","₹0.00","1","4"
286,"obc scholarship distribution date",null,"0","₹0.00","1","4"
287,"obc scholarship department",null,"0","₹0.00","1","12"
288,"obc scholarship for graduate students",null,"0","₹0.00","1","4"
289,"obc scholarship in hindi",null,"0","₹0.00","1","4"
290,"obc scholarship institute verification last date",null,"0","₹0.00","1","4"
291,"jobassam obc scholarship",null,"0","₹0.00","1","12"
292,"obc scholarship kaise check kare",null,"0","₹0.00","1","4"
293,"obc scholarship kerala 2025",null,"0","₹0.00","1","4"
294,"obc scholarship mp college",null,"0","₹0.00","1","4"
295,"obc scholarship punjab last date",null,"0","₹0.00","1","4"
296,"obc scholarship price",null,"0","₹0.00","1","12"
297,"obc scholarship renewal documents",null,"0","₹0.00","1","4"
298,"obc scholarship rajasthan last date",null,"0","₹0.00","1","4"
299,"obc scholarship rupees",null,"0","₹0.00","1","12"
300,"obc scholarship savitribai phule",null,"0","₹0.00","1","4"
301,"obc scholarship total amount",null,"0","₹0.00","1","4"
302,"nsp obc scholarship verification last date",null,"0","₹0.00","1","4"
303,"st obc scholarship yojana",null,"0","₹0.00","1","4"
304,"obc scholarship amount for b ed students",null,"0","₹0.00","1","4"
305,"obc scholarship ssp",null,"0","₹0.00","1","12"
306,"obc scholarship nsp 2026",null,"0","₹0.00","1","4"
307,"nsp obc scholarship when will come",null,"0","₹0.00","1","4"
308,"obc scholarship amount for college students",null,"0","₹0.00","1","4"
309,"obc scholarship yojana 2025 last date to apply",null,"0","₹0.00","1","4"
310,"obc scholarship start date",null,"0","₹0.00","1","4"
311,"obc scholarship exam",null,"0","₹0.00","1","12"
312,"obc scholarship 2024 pdf",null,"0","₹0.00","1","4"
313,"obc scholarship tripura amount",null,"0","₹0.00","1","4"
314,"obc scholarship notice",null,"0","₹0.00","1","12"
315,"obc ews scholarship",null,"0","₹0.00","1","12"
316,"obc scholarship department district office banashankari",null,"0","₹0.00","1","4"
317,"obc scholarship gr",null,"0","₹0.00","1","12"
318,"obc scholarship in btech",null,"0","₹0.00","1","4"
319,"obc up scholarship last date 2026",null,"0","₹0.00","1","4"
320,"obc scholarship last date up",null,"0","₹0.00","1","4"
321,"obc swami vivekananda scholarship",null,"0","₹0.00","1","4"
322,"obc scholarship gujarat 2025",null,"0","₹0.00","1","4"
323,"obc scholarship last date 2025 assam",null,"0","₹0.00","1","4"
324,"obc scholarship guidelines",null,"0","₹0.00","1","12"
325,"obc scholarship class 8",null,"0","₹0.00","1","4"
326,"obc scholarship amount class 9",null,"0","₹0.00","1","4"
327,"obc boys scholarship",null,"0","₹0.00","1","12"
328,"obc scholarship application form 2026",null,"0","₹0.00","1","4"
329,"obc scholarship haryana last date",null,"0","₹0.00","1","4"
330,"sc st obc scholarship official website",null,"0","₹0.00","1","4"
331,"obc scholarship online last date",null,"0","₹0.00","1","4"
332,"obc scholarship 48000",null,"0","₹0.00","1","12"
333,"obc scholarship number",null,"0","₹0.00","1","12"
334,"sc st obc scholarship website",null,"0","₹0.00","1","4"
335,"obc scholarship track application",null,"0","₹0.00","1","4"
336,"obc scholarship college verification last date",null,"0","₹0.00","1","4"
337,"obc scholarship for college students",null,"0","₹0.00","1","4"
338,"obc scholarship how to apply",null,"0","₹0.00","1","4"
339,"obc scholarship merit list 2025",null,"0","₹0.00","1","4"
340,"obc scholarship in iit",null,"0","₹0.00","1","4"
341,"obc quota scholarship",null,"0","₹0.00","1","12"
342,"obc girls scholarship",null,"0","₹0.00","1","12"
343,"obc overseas scholarship telangana",null,"0","₹0.00","1","4"
344,"obc scholarship paper",null,"0","₹0.00","1","12"
345,"obc scholarship up status check",null,"0","₹0.00","1","4"
346,"obc scholarship yojana 2025 apply online",null,"0","₹0.00","1","4"
347,"obc scholarship telangana",null,"0","₹0.00","1","12"
348,"tripura obc welfare scholarship amount",null,"0","₹0.00","1","4"
349,"obc scholarship hostel",null,"0","₹0.00","1","12"
350,"obc scholarship himachal pradesh",null,"0","₹0.00","1","4"
351,"obc scholarship apply online 2025",null,"0","₹0.00","1","4"
352,"obc scholarship ba",null,"0","₹0.00","1","12"
353,"obc scholarship btech",null,"0","₹0.00","1","12"
354,"obc scholarship for students",null,"0","₹0.00","1","4"
355,"obc scholarship 2025 verification last date",null,"0","₹0.00","1","4"
356,"obc scholarship when will come",null,"0","₹0.00","1","4"
357,"obc scholarship bhopal",null,"0","₹0.00","1","12"
358,"obc scholarship yojana 2025 maharashtra",null,"0","₹0.00","1","4"
359,"obc school scholarship",null,"0","₹0.00","1","12"
360,"obc scholarship student",null,"0","₹0.00","1","12"
361,"obc up scholarship status",null,"0","₹0.00","1","4"
362,"obc scholarship email id",null,"0","₹0.00","1","4"
363,"scholarship exam for obc",null,"0","₹0.00","1","4"
364,"obc scholarship 2024 jammu and kashmir",null,"0","₹0.00","1","4"
365,"obc scholarship qualification",null,"0","₹0.00","1","12"
366,"obc scholarship central share",null,"0","₹0.00","1","4"
367,"obc scholarship helpline number karnataka",null,"0","₹0.00","1","4"
368,"obc scholarship gujarat documents required",null,"0","₹0.00","1","4"
369,"obc scholarship amount for engineering students",null,"0","₹0.00","1","4"
370,"obc scholarship payment date 2025",null,"0","₹0.00","1","4"
371,"jk obc scholarship",null,"0","₹0.00","1","12"
372,"obc scholarship class 11 last date",null,"0","₹0.00","1","4"
373,"obc scholarship registration mp",null,"0","₹0.00","1","4"
374,"obc scholarship 2025 class 12",null,"0","₹0.00","1","4"
375,"obc vidyarthi scholarship",null,"0","₹0.00","1","12"
376,"obc scholarship 2025 1st year",null,"0","₹0.00","1","4"
377,"obc ebc scholarship form pdf",null,"0","₹0.00","1","4"
378,"obc scholarship 11th",null,"0","₹0.00","1","12"
379,"obc up scholarship last date 2025",null,"0","₹0.00","1","4"
380,"obc scholarship benefits",null,"0","₹0.00","1","12"
381,"obc scholarship haryana 2025",null,"0","₹0.00","1","4"
382,"obc scholarship last date mp",null,"0","₹0.00","1","4"
383,"obc scholarship hindi",null,"0","₹0.00","1","12"
384,"obc scholarship 12th",null,"0","₹0.00","1","12"
385,"obc scholarship class 5",null,"0","₹0.00","1","4"
386,"obc scholarship 2026 document",null,"0","₹0.00","1","4"
387,"obc scholarship release date",null,"0","₹0.00","1","4"
388,"obc women scholarship",null,"0","₹0.00","1","12"
389,"obc scholarship helpline number near bengaluru karnataka",null,"0","₹0.00","1","4"
390,"obc scholarship 2024 qualification",null,"0","₹0.00","1","4"
391,"obc scholarship helpline",null,"0","₹0.00","1","12"
392,"obc scholarship name mahadbt",null,"0","₹0.00","1","4"
393,"obc up scholarship in hindi",null,"0","₹0.00","1","4"
394,"obc scholarship 60000",null,"0","₹0.00","1","12"
395,"obc scholarship jharkhand 2026",null,"0","₹0.00","1","4"
396,"obc scholarship in college",null,"0","₹0.00","1","4"
397,"obc scholarship renewal 2025",null,"0","₹0.00","1","4"
398,"obc scholarship under nsp",null,"0","₹0.00","1","4"
399,"obc graduation scholarship",null,"0","₹0.00","1","12"
400,"12th obc scholarship amount",null,"0","₹0.00","1","4"
401,"obc scholarship 1st year",null,"0","₹0.00","1","4"
402,"obc scholarship nsp 2025",null,"0","₹0.00","1","4"
403,"obc ebc scholarship 2025",null,"0","₹0.00","1","4"
404,"obc scholarship renewal date",null,"0","₹0.00","1","4"
405,"obc scholarship 10th pass",null,"0","₹0.00","1","4"
406,"obc scholarship biometric",null,"0","₹0.00","1","12"
407,"obc ug scholarship",null,"0","₹0.00","1","12"
408,"obc scholarship income limit for obc students",null,"0","₹0.00","1","4"
409,"obc scholarship last date 2025 manipur",null,"0","₹0.00","1","4"
410,"obc scholarship 2025 class 11",null,"0","₹0.00","1","4"
411,"obc scholarship status check west bengal",null,"0","₹0.00","1","4"
412,"obc scholarship last date manipur",null,"0","₹0.00","1","4"
413,"9th obc scholarship",null,"0","₹0.00","1","12"
414,"obc scholarship 2026 income limit",null,"0","₹0.00","1","4"
415,"obc girls scholarship maharashtra",null,"0","₹0.00","1","4"
416,"obc scholarship extended date",null,"0","₹0.00","1","4"
417,"obc b scholarship amount",null,"0","₹0.00","1","4"
418,"obc yashasvi scholarship",null,"0","₹0.00","1","12"
419,"obc scholarship merit list 2026",null,"0","₹0.00","1","4"
420,"obc scholarship post matric amount",null,"0","₹0.00","1","4"
421,"obc scholarship budget 2025",null,"0","₹0.00","1","4"
422,"obc scholarship 60000 rupees",null,"0","₹0.00","1","4"
423,"obc scholarship nsp last date 2025",null,"0","₹0.00","1","4"
424,"obc scholarship class 11 amount",null,"0","₹0.00","1","4"
